"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
534,571510,"Boyd, Matthew",2021,1273,41.9,0.27,0.135,0.298,0.405,0.33,0.333,0.244,34,126,90.2,22.4,2333,92,91.86,51,283,251,-0.09999999999999432,6.25,105,153,119,146,301,328,298,"3","-3"
531,674003,"Bradford, Cody",2023,974,54.5,0.26,0.276,0.291,0.535,0.345,0.303,0.216,33,127,91.6,23.8,2122,90.4,92.01,53,285,246,1.5999999999999943,7.33,114,150,117,148,302,327,300,"1.7","-1.7"
530,641154,"López, Pablo",2021,1669,31.8,0.219,0.228,0.29,0.447,0.294,0.286,0.218,25,114,88.5,18.9,2121,94.1,94.79,61,270,260,0.7000000000000028,6.75,111,153,119,149,295,316,288,"8.6","-8.6"
530,543243,"Gray, Sonny",2021,2228,23.8,0.281,0.184,0.276,0.465,0.359,0.344,0.284,32,114,86,11.9,2423,92.3,92.94,38,223,307,0.6000000000000085,6.53,117,155,114,149,288,316,293,"0.2","-0.2"
529,614179,"Ruiz, José",2022,1115,47.4,0.298,0.319,0.309,0.617,0.428,0.409,0.286,28,94,94.5,21.1,2354,96.9,96.17,61,252,277,-0.7000000000000028,5.89,109,151,113,147,298,324,297,"-5.5","5.5"
528,543243,"Gray, Sonny",2022,1872,28.2,0.246,0.093,0.252,0.339,0.289,0.31,0.272,29,118,88,10.6,2541,92.1,92.62,34,218,310,0.5,6.48,113,160,113,151,295,329,290,"10.7","-10.7"
526,571710,"Givens, Mychal",2022,1026,51.3,0.287,0.157,0.408,0.443,0.358,0.33,0.251,33,115,89.5,16.4,2426,93.4,93.71,67,256,270,0.29999999999999716,6.39,109,152,117,152,298,324,294,"1.3","-1.3"
526,571656,"Farmer, Buck",2023,1222,43,0.242,0.235,0.248,0.477,0.344,0.345,0.24,32,132,90,24.4,2300,93.9,93.64,43,249,277,-0.30000000000001137,6.14,111,147,122,148,294,321,294,"1.5","-1.5"
524,669330,"Wells, Tyler",2021,894,58.6,0.196,0.187,0.217,0.383,0.275,0.343,0.249,21,107,93.7,23.6,2429,95.2,94.8,77,290,234,-0.4000000000000057,6.24,111,154,120,149,300,323,295,"3.1","-3.1"
524,593958,"Rodriguez, Eduardo",2022,1469,35.7,0.232,0.134,0.259,0.366,0.294,0.335,0.269,26,112,88.5,14.7,2172,91.7,91.58,42,248,276,-0.10000000000000853,6.12,107,154,115,146,302,328,292,"5.4","-5.4"
523,656529,"Hentges, Sam",2021,1260,41.5,0.403,0.234,0.391,0.637,0.468,0.456,0.346,50,124,89.5,12.3,2157,94.6,95.47,27,248,275,0.9000000000000057,6.73,109,151,116,148,295,317,289,"-14","14"
523,592773,"Stanek, Ryne",2022,895,58.4,0.168,0.097,0.21,0.265,0.264,0.316,0.208,19,113,91.3,20.4,2307,98.3,97.48,89,279,244,-0.7999999999999972,5.97,110,153,115,148,294,322,293,"14","-14"
521,459429,"McGee, Jake",2022,629,82.8,0.288,0.192,0.305,0.48,0.355,0.369,0.272,36,125,90.2,20.9,2079,94.4,93.83,53,290,231,-0.6000000000000085,6.08,108,151,116,147,298,318,294,"-1.7","1.7"
521,670280,"Bednar, David",2021,934,55.8,0.195,0.154,0.263,0.35,0.266,0.26,0.198,24,123,89.5,21.5,2290,96.7,97.43,87,312,209,0.7000000000000028,6.71,112,153,121,149,301,322,292,"9.2","-9.2"
521,657140,"Wright, Kyle",2022,2697,19.3,0.356,0.228,0.411,0.584,0.45,0.404,0.285,36,101,92.7,19.6,2385,95.1,95.67,55,230,291,0.6000000000000085,6.59,114,151,117,150,297,327,307,"-14.7","14.7"
520,605164,"Bundy, Dylan",2021,1524,34.1,0.237,0.237,0.256,0.474,0.358,0.347,0.227,27,114,88.6,18.6,2490,90.7,90.05,48,249,271,-0.7000000000000028,5.95,115,159,116,150,303,327,300,"-3.6","3.6"
520,663687,"Harris, Hogan",2023,1109,46.9,0.252,0.193,0.298,0.445,0.359,0.354,0.24,30,119,90.8,15.2,2266,92.6,92.43,54,248,272,-0.19999999999998863,6.32,110,147,115,148,297,323,293,"-2.9","2.9"
518,518617,"Diekman, Jake",2022,1172,44.2,0.224,0.153,0.314,0.376,0.349,0.317,0.195,19,85,89.2,17.2,2284,95.6,95.41,80,223,295,-0.19999999999998863,6.38,108,151,114,148,292,325,293,"1","-1"
517,657248,"Otto, Glenn",2022,2229,23.2,0.264,0.16,0.284,0.425,0.376,0.396,0.279,28,106,93.7,14.3,2264,92.1,93.07,55,226,291,1,6.85,113,154,120,149,297,320,296,"-5","5"
517,656793,"Nelson, Nick",2022,1204,42.9,0.3,0.109,0.344,0.409,0.349,0.345,0.251,33,110,91.8,21.5,1969,96.3,95.96,54,256,261,-0.29999999999999716,6.26,109,148,117,144,294,325,290,"-0.3","0.3"
514,640451,"Harvey, Hunter",2022,661,77.8,0.202,0.106,0.267,0.308,0.255,0.27,0.197,21,104,92.5,19.3,2028,98.3,97.87,72,262,252,-0.3999999999999915,6.1,111,154,123,148,298,314,299,"11","-11"
514,672578,"Hernández, Carlos",2022,1035,49.7,0.366,0.215,0.357,0.581,0.448,0.415,0.311,34,93,90.1,19.8,2365,96.8,93.38,42,236,278,-3.3999999999999915,6.59,108,154,116,147,299,323,299,"-10.8","10.8"
513,666159,"Manning, Matt",2022,990,51.8,0.197,0.053,0.245,0.25,0.245,0.277,0.223,26,132,89.7,13.8,2053,93.2,94.5,48,261,252,1.2999999999999972,6.94,111,161,114,147,297,330,296,"8","-8"
512,670950,"Richards, Trevor",2022,1163,44,0.273,0.253,0.278,0.525,0.397,0.416,0.281,27,99,94,21.9,2222,93.4,93.46,44,213,299,0.09999999999999432,6.46,111,166,122,151,291,321,300,"-6.7","6.7"
511,660853,"De Los Santos, Enyel",2022,845,60.5,0.229,0.138,0.301,0.367,0.297,0.351,0.251,25,109,92.1,15.3,2251,95.3,93.23,74,284,227,-2.0999999999999943,6,111,154,119,149,295,314,290,"7.4","-7.4"
510,669373,"Skubal, Tarik",2022,1914,26.6,0.265,0.224,0.328,0.49,0.359,0.307,0.227,26,98,93.7,17.8,2157,94.1,93.85,62,244,266,-0.29999999999999716,6.22,107,153,115,147,303,328,293,"-1.7","1.7"
510,519293,"Smith, Will",2021,1079,47.3,0.25,0.219,0.283,0.469,0.351,0.365,0.266,32,128,91.6,18.6,2240,92.8,92.88,45,244,266,0.10000000000000853,6.36,107,150,121,146,305,322,292,"2","-2"
509,663738,"Lynch IV, Daniel",2021,1257,40.5,0.385,0.197,0.39,0.581,0.428,0.454,0.367,45,117,93.1,17.2,2112,93.8,94.53,30,245,264,0.7000000000000028,6.59,106,157,115,145,302,324,298,"-5.8","5.8"
508,656420,"Feyereisen, J.P.",2021,987,51.5,0.167,0.119,0.188,0.286,0.292,0.337,0.191,14,84,89,33.3,2491,93.1,91.25,75,265,243,-1.7999999999999972,6.03,107,155,115,149,301,324,296,"9.2","-9.2"
507,661395,"Duran, Jhoan",2022,1023,49.6,0.245,0.059,0.315,0.304,0.264,0.247,0.21,25,102,88,0.9,2172,100.8,100.62,77,293,214,-0.20000000000000284,6.22,112,155,115,150,297,330,292,"9.2","-9.2"
506,592644,"Plutko, Adam",2021,1014,49.9,0.296,0.265,0.303,0.561,0.395,0.388,0.286,29,98,90.6,28.9,2250,91.6,91.12,57,258,248,-0.5,6.11,110,152,117,149,299,320,295,"-4.3","4.3"
506,500779,"Quintana, José",2021,1240,40.8,0.296,0.222,0.4,0.519,0.378,0.341,0.259,32,108,90.6,16.1,2041,91.5,91.85,64,257,249,0.4000000000000057,6.55,109,153,116,149,303,324,297,"-0.3","0.3"
506,471911,"Carrasco, Carlos",2023,1587,31.9,0.352,0.295,0.341,0.648,0.455,0.428,0.326,37,105,92.5,12.8,2216,92.7,93.26,35,209,297,0.5999999999999943,6.52,115,148,116,150,297,326,298,"-5.6","5.6"
505,669060,"Wilson, Bryse",2021,1136,44.5,0.317,0.242,0.319,0.558,0.388,0.391,0.297,38,120,86.7,20.2,2024,93,93.69,64,270,235,0.7000000000000028,6.58,108,152,121,149,300,320,294,"-4.5","4.5"
504,605154,"Brebbia, John",2022,1091,46.2,0.218,0.188,0.281,0.406,0.294,0.28,0.203,22,101,89.5,26.4,2309,94.4,94.96,60,251,253,0.5999999999999943,6.67,109,151,117,148,298,323,296,"3.4","-3.4"
503,656412,"Faedo, Alex",2022,967,52,0.352,0.248,0.395,0.6,0.441,0.396,0.3,37,105,93.7,22.2,2179,92.7,91.89,38,224,279,-0.7999999999999972,5.91,112,158,112,149,300,328,296,"-4.9","4.9"
503,519326,"Strickland, Hunter",2021,981,51.3,0.225,0.158,0.267,0.383,0.305,0.302,0.215,27,120,87.4,22.5,2365,94.9,94.49,63,274,229,-0.4000000000000057,6.1,108,154,117,147,300,321,296,"4.9","-4.9"
503,656657,"Logue, Zach",2022,1022,49.2,0.309,0.309,0.338,0.618,0.431,0.429,0.297,34,110,92.8,21.6,2011,90.1,88.98,46,238,265,-1.0999999999999943,5.69,109,152,119,150,299,320,291,"-10.7","10.7"
502,657240,"Merryweather, Julian",2023,1228,40.9,0.248,0.124,0.304,0.372,0.355,0.38,0.241,28,113,93.3,9.8,2342,98.1,96.98,50,243,259,-1.0999999999999943,6.48,108,149,114,151,300,325,293,"0.5","-0.5"
502,656412,"Faedo, Alex",2023,1034,48.5,0.2,0.238,0.175,0.438,0.316,0.369,0.261,21,105,90.3,21.6,2417,92.9,92.06,31,249,253,-0.8000000000000114,5.85,114,148,120,147,297,326,295,"3.2","-3.2"
501,606424,"García, Jarlín",2021,1002,50,0.19,0.206,0.217,0.397,0.283,0.3,0.224,24,126,91.3,9.1,2215,93.1,93.38,43,225,276,0.30000000000001137,6.46,111,154,112,149,295,321,294,"11.6","-11.6"
501,623149,"Sewald, Paul",2022,974,51.4,0.144,0.153,0.153,0.297,0.248,0.297,0.208,16,111,88,21.7,2494,92.5,92.75,82,278,223,0.29999999999999716,6.53,115,155,120,148,297,325,299,"3.9","-3.9"
501,621345,"Minter, A.J.",2023,1062,47.2,0.211,0.156,0.254,0.367,0.29,0.32,0.223,19,90,88.8,23.4,2426,95.8,95.32,62,248,253,-0.5,6.38,112,151,120,149,309,326,299,"6.9","-6.9"
501,641712,"Hudson, Dakota",2022,2253,22.2,0.29,0.056,0.36,0.346,0.316,0.322,0.28,31,107,88,5.1,2173,91.3,91.47,39,224,277,0.20000000000000284,6.35,114,155,111,149,297,322,304,"1.9","-1.9"
500,679525,"Marsh, Alec",2023,1342,37.3,0.256,0.267,0.36,0.523,0.409,0.397,0.242,22,86,91,21.8,2461,94.2,94.51,55,213,287,0.29999999999999716,6.39,111,147,120,149,288,319,290,"-1","1"
500,543294,"Hendricks, Kyle",2021,2809,17.8,0.312,0.338,0.354,0.649,0.44,0.41,0.28,24,77,91.4,22.5,1942,87.3,85.06,58,194,306,-2.200000000000003,5.8,114,160,111,152,293,322,300,"-4.1","4.1"
499,681857,"Olson, Reese",2023,1743,28.6,0.179,0.217,0.178,0.396,0.295,0.399,0.268,19,106,92,22.9,2281,94.8,92.28,33,211,288,-2.5,5.98,116,147,122,149,291,327,296,"1.9","-1.9"
499,606160,"Montero, Rafael",2022,1093,45.7,0.191,0.106,0.315,0.298,0.28,0.27,0.187,18,94,88.2,14.3,2335,96.4,95.87,84,240,259,-0.5,6.15,115,155,114,150,292,323,294,"1.8","-1.8"
499,676710,"Crawford, Kutter",2022,1296,38.5,0.316,0.235,0.422,0.551,0.404,0.353,0.247,31,98,91.1,22.4,2420,94.6,94.01,59,229,270,-0.5999999999999943,6.18,113,158,119,151,292,327,294,"-6.7","6.7"
499,656464,"Ginkel, Kevin",2023,1055,47.3,0.229,0.146,0.274,0.375,0.316,0.363,0.256,22,96,89,12.5,2396,95.7,96.65,56,231,268,0.8999999999999915,6.9,114,150,119,150,300,319,294,"-0.3","0.3"
499,650556,"Abreu, Bryan",2023,1211,41.2,0.165,0.094,0.241,0.259,0.246,0.276,0.187,14,85,89.8,24.4,2388,97.6,97.8,78,209,290,0.20000000000000284,6.58,109,149,114,148,294,324,293,"5.5","-5.5"
499,571578,"Corbin, Patrick",2023,2922,17.1,0.327,0.238,0.283,0.564,0.378,0.444,0.348,33,101,91.9,17.3,2095,91.8,92.48,27,229,270,0.7000000000000028,6.82,112,148,114,145,306,329,306,"-4.5","4.5"
498,641360,"Bickford, Phil",2021,776,64.2,0.193,0.184,0.222,0.377,0.274,0.307,0.226,22,114,91.4,16.5,2344,93.9,94.93,67,244,254,1,6.87,113,155,116,150,300,317,293,"11.4","-11.4"
498,665795,"Cabrera, Edward",2023,1802,27.6,0.214,0.157,0.228,0.371,0.339,0.376,0.225,15,70,90.5,24.5,2301,96.2,96.64,38,197,301,0.3999999999999915,6.59,112,148,114,151,298,318,297,"2.2","-2.2"
493,592836,"Walker, Taijuan",2023,2837,17.4,0.26,0.288,0.26,0.548,0.417,0.404,0.243,19,73,93.1,23.2,2113,92.9,92.21,48,191,302,-0.7000000000000028,5.98,113,147,115,150,292,323,297,"-5.4","5.4"
492,573204,"Thielbar, Caleb",2022,996,49.4,0.245,0.127,0.369,0.373,0.302,0.278,0.205,27,110,88.7,27.3,2298,92.8,92.8,88,297,195,0,6.28,108,154,117,148,297,327,290,"7.6","-7.6"
492,641755,"Kinley, Tyler",2021,1143,43,0.259,0.276,0.245,0.534,0.378,0.376,0.289,30,116,91.6,21.7,2376,95.9,94.82,33,230,262,-1.1000000000000085,5.54,111,152,119,148,299,328,302,"-4.2","4.2"
491,433589,"Petit, Yusmeiro",2021,1082,45.4,0.266,0.161,0.252,0.427,0.298,0.331,0.291,33,124,89.6,18.4,2136,87.6,88.64,26,236,255,1,7.11,111,150,119,151,301,327,300,"-0.3","0.3"
490,666201,"Manoah, Alek",2023,1689,29,0.316,0.276,0.343,0.592,0.433,0.431,0.292,31,98,92.9,19.2,2347,92.8,93.14,55,225,265,0.29999999999999716,6.77,109,147,117,148,284,325,291,"-10.4","10.4"
489,663986,"Stephan, Trevor",2022,1032,47.4,0.33,0.128,0.392,0.457,0.365,0.289,0.245,31,94,89.3,8.6,2479,96.5,96.07,58,237,252,-0.4000000000000057,6.58,112,153,114,148,292,314,291,"3.9","-3.9"
485,547973,"Chapman, Aroldis",2023,1008,48.1,0.242,0.097,0.326,0.339,0.362,0.375,0.236,15,62,87.5,13.2,2417,99,100.46,67,182,303,1.5,7.12,108,148,114,145,302,327,294,"2.1","-2.1"
485,640462,"Puk, A.J.",2023,950,51.1,0.238,0.213,0.319,0.451,0.32,0.295,0.215,29,122,89.2,12.6,2191,95.8,97.04,70,244,241,1.2000000000000028,7.18,108,149,117,148,302,319,291,"0.3","-0.3"
483,622251,"Staumont, Josh",2021,1096,44.1,0.204,0.092,0.247,0.296,0.291,0.329,0.236,20,98,90.8,21.2,2260,96.5,97.22,44,209,274,0.7000000000000028,6.7,108,158,116,146,300,322,300,"5.8","-5.8"
483,640462,"Puk, A.J.",2022,1072,45.1,0.202,0.147,0.25,0.349,0.301,0.318,0.222,22,109,87.4,13.2,2288,96.7,97.81,56,220,263,1.0999999999999943,7.07,111,152,119,150,300,320,296,"2.4","-2.4"
482,656222,"Beeks, Jalen",2022,999,48.2,0.194,0.184,0.226,0.378,0.31,0.32,0.213,19,98,90.3,21.6,2122,95,95.52,69,237,245,0.5,6.68,106,154,111,149,299,323,299,"1.8","-1.8"
482,657024,"Swanson, Erik",2022,880,54.8,0.185,0.043,0.309,0.228,0.225,0.234,0.177,17,92,84.8,30.4,2291,93.6,93.6,75,256,226,0,6.72,113,152,117,148,293,321,294,"6.8","-6.8"
482,656945,"Scott, Tanner",2022,1273,37.9,0.231,0.077,0.389,0.308,0.337,0.334,0.218,15,65,83.4,6.4,2560,96.9,96.28,62,182,300,-0.6000000000000085,6.25,105,151,117,148,302,320,295,"-3","3"
482,663436,"Martin, Davis",2022,1044,46.2,0.312,0.202,0.337,0.514,0.386,0.374,0.293,34,109,89.4,19.9,2356,94,94.41,32,246,236,0.4000000000000057,6.51,109,151,112,149,298,326,298,"-3","3"
481,669212,"Morgan, Eli",2023,1200,40.1,0.317,0.244,0.35,0.561,0.418,0.404,0.283,26,82,89.4,20.2,2272,92.5,93.26,49,235,246,0.7999999999999972,6.75,112,149,118,149,296,315,293,"-1.5","1.5"
481,594965,"Ponce de Leon, Daniel",2021,653,73.7,0.298,0.25,0.328,0.548,0.419,0.415,0.268,25,84,88.5,25,2281,93,92.85,55,228,253,-0.09999999999999432,6.29,113,154,118,146,298,317,296,"-4.8","4.8"
481,666200,"Luzardo, Jesús",2022,1644,29.3,0.2,0.2,0.227,0.4,0.288,0.298,0.225,19,95,89.7,19.1,2207,96.3,95.1,32,201,280,-1.2000000000000028,5.8,106,154,118,150,298,314,291,"2","-2"
481,667427,"Jackson, Zach",2022,887,54.2,0.165,0.089,0.222,0.253,0.284,0.359,0.215,13,79,90.9,26.3,2120,94.4,92.7,49,199,282,-1.7000000000000028,5.36,110,152,115,147,297,319,294,"3.1","-3.1"
479,429722,"Santana, Ervin",2021,1063,45.1,0.342,0.281,0.344,0.623,0.431,0.437,0.326,39,114,93.5,14.1,2178,93.4,93.05,33,227,252,-0.30000000000001137,6.01,107,156,116,144,299,324,300,"-8.4","8.4"
479,680686,"Gray, Josiah",2023,2812,17,0.291,0.266,0.292,0.557,0.411,0.39,0.27,23,79,90,18,2129,93.5,92.71,41,203,276,-0.7999999999999972,5.82,114,147,114,147,306,330,308,"-2.5","2.5"
478,607536,"Freeland, Kyle",2021,1886,25.3,0.29,0.168,0.284,0.458,0.343,0.333,0.271,31,107,85.3,16.2,2398,91.4,92.35,29,218,260,1,6.56,106,151,117,145,296,324,299,"4.2","-4.2"
478,641386,"Bowden, Ben",2021,674,70.9,0.318,0.255,0.4,0.573,0.418,0.363,0.264,35,110,87.2,20,2409,92.4,92.44,54,230,248,0,6.16,110,151,120,146,300,328,300,"-9.2","9.2"
477,660853,"De Los Santos, Enyel",2021,697,68.4,0.333,0.292,0.441,0.625,0.439,0.374,0.264,32,96,88.6,13.3,2194,94.8,94.05,84,277,200,-0.7000000000000028,5.9,111,150,116,148,296,323,292,"-7","7"
476,663941,"Beck, Tristan",2023,1298,36.7,0.17,0.019,0.205,0.189,0.207,0.294,0.23,18,106,90.2,15.3,2104,94.7,95.45,34,195,281,0.7999999999999972,6.76,108,150,117,149,299,326,298,"12.9","-12.9"
476,664141,"Brubaker, JT",2021,1944,24.5,0.241,0.265,0.212,0.506,0.344,0.349,0.261,20,83,89.3,17.4,2178,92.9,91.91,34,188,288,-1,5.83,112,154,117,149,301,320,290,"-0.5","0.5"
475,643316,"Fry, Paul",2021,872,54.5,0.244,0.044,0.333,0.289,0.316,0.326,0.233,22,90,87.7,12.4,2329,92.8,92.79,40,197,278,0,6.22,107,153,119,148,299,322,296,"-0.5","0.5"
475,656354,"Davis, Austin",2022,1118,42.5,0.262,0.202,0.328,0.464,0.382,0.387,0.266,22,84,86.4,16.3,2256,94.1,94.03,50,216,259,-0.09999999999999432,6.32,110,153,118,149,289,326,294,"-10.3","10.3"
474,608717,"Stratton, Chris",2022,1100,43.1,0.384,0.131,0.5,0.515,0.428,0.348,0.273,38,99,90.7,16.2,2631,92.8,93.55,65,240,234,0.7999999999999972,6.54,108,150,115,147,303,321,299,"-10.5","10.5"
474,605447,"Romano, Jordan",2022,989,47.9,0.163,0.038,0.229,0.202,0.215,0.277,0.21,17,104,92.2,20,2289,96.9,98.63,67,250,224,1.6999999999999886,7.41,112,164,123,150,297,323,297,"8.2","-8.2"
473,606149,"Gallegos, Giovanny",2022,988,47.9,0.208,0.208,0.242,0.417,0.297,0.311,0.215,20,96,91.6,27.5,2386,94.3,93.05,47,230,243,-1.2999999999999972,5.77,114,154,115,148,298,320,298,"0.8","-0.8"
473,622694,"Hernández, Elieser",2022,1095,43.2,0.337,0.296,0.361,0.633,0.451,0.392,0.267,33,98,92.6,26.6,2095,91.6,91.45,41,220,253,-0.19999999999998863,6.61,110,157,122,151,298,315,293,"-9.9","9.9"
471,622092,"Zimmer, Kyle",2021,934,50.4,0.3,0.113,0.328,0.412,0.378,0.364,0.256,24,80,88.9,0.9,2250,94.1,94.2,29,175,296,0.10000000000000853,6.24,106,156,115,146,299,322,302,"-4.2","4.2"
471,607179,"Weems, Jordan",2022,738,63.8,0.244,0.302,0.246,0.547,0.363,0.325,0.237,21,86,90.8,22.1,2134,96.8,97.12,60,267,204,0.29999999999999716,6.55,116,156,124,149,298,316,298,"-4","4"
471,681911,"Vesia, Alex",2021,651,72.4,0.163,0.235,0.196,0.398,0.297,0.282,0.158,16,98,90,27.1,2365,93.8,93.99,93,241,230,0.20000000000000284,6.45,114,157,116,150,296,316,293,"1.7","-1.7"
470,456501,"Cueto, Johnny",2022,2372,19.8,0.207,0.078,0.277,0.284,0.233,0.243,0.2,24,116,89,23.8,2188,91.4,90.17,66,273,197,-1.2000000000000028,5.6,110,153,114,149,295,324,294,"8.7","-8.7"
469,608648,"Duffey, Tyler",2021,1053,44.5,0.253,0.121,0.313,0.374,0.334,0.323,0.219,23,91,89.2,23.8,2272,92.5,92.47,41,208,261,0,6.28,105,155,113,148,300,329,294,"5.6","-5.6"
469,656945,"Scott, Tanner",2021,1032,45.4,0.206,0.132,0.231,0.338,0.319,0.368,0.243,14,68,91.3,8.8,2582,96.8,96.42,40,172,297,-0.3999999999999915,6.16,107,150,116,148,298,323,295,"-3","3"
469,596057,"Norris, Daniel",2021,989,47.4,0.242,0.158,0.275,0.4,0.351,0.339,0.224,23,95,91.7,15.4,2392,92.7,91.82,40,218,251,-0.9000000000000057,5.71,109,153,118,148,297,323,300,"-0.9","0.9"
468,641729,"Jiménez, Joe",2021,866,54,0.19,0.179,0.236,0.369,0.358,0.345,0.168,16,84,89.8,28.2,2494,94.7,94.7,61,239,229,0,6.39,109,154,122,148,298,325,297,"2.9","-2.9"
468,594577,"Mayers, Mike",2021,1236,37.9,0.227,0.244,0.308,0.471,0.321,0.28,0.188,27,119,89.9,20.2,2348,94.5,94.02,74,246,222,-0.5,6.12,112,157,118,150,301,325,300,"-2.9","2.9"
468,664208,"Maton, Phil",2022,1089,43,0.245,0.122,0.333,0.367,0.305,0.312,0.238,24,98,87.1,18.5,2487,91,92.61,67,226,242,1.5999999999999943,7.18,113,152,116,149,293,323,292,"-2.5","2.5"
467,572143,"Smith, Burch",2021,678,68.9,0.291,0.154,0.33,0.444,0.337,0.347,0.287,34,117,91.3,19,2277,93.4,94.25,51,238,229,0.7999999999999972,6.79,112,151,120,151,303,326,299,"1.4","-1.4"
466,686973,"Varland, Louie",2023,1091,42.7,0.267,0.267,0.319,0.533,0.359,0.313,0.232,28,105,93.2,16.3,2220,95.3,96.32,60,253,213,1,6.94,111,149,120,150,298,328,291,"1.7","-1.7"
466,669145,"Zimmermann, Bruce",2021,1105,42.2,0.392,0.32,0.375,0.711,0.491,0.475,0.367,38,97,91.3,15,2325,91.4,91.3,26,194,272,-0.10000000000000853,6.23,108,152,120,149,302,323,296,"-8.5","8.5"
466,628317,"Maeda, Kenta",2023,1700,27.4,0.275,0.176,0.371,0.451,0.331,0.311,0.251,25,91,90.5,20.7,2272,91,90.85,54,215,251,-0.09999999999999432,6.12,114,149,117,150,299,331,294,"1.4","-1.4"
463,656756,"Montgomery, Jordan",2022,2715,17.1,0.278,0.2,0.318,0.478,0.345,0.36,0.292,32,115,90.3,16,2305,93,93.56,32,236,227,0.5999999999999943,6.61,112,154,121,149,299,321,294,"-4.4","4.4"
463,641582,"Foster, Matt",2021,729,63.5,0.233,0.093,0.29,0.326,0.297,0.37,0.275,20,86,93.1,20.1,2298,93.6,93.08,52,227,236,-0.5,6.03,111,151,118,149,298,319,295,"3.1","-3.1"
461,656458,"Gilbreath, Lucas",2021,731,63.1,0.187,0.103,0.218,0.29,0.281,0.292,0.199,20,107,83.2,10.7,2424,93.3,93.73,54,208,253,0.4000000000000057,6.32,110,152,121,146,299,326,303,"4.6","-4.6"
461,676760,"Marinaccio, Ron",2023,896,51.5,0.198,0.099,0.275,0.296,0.289,0.348,0.222,16,81,91.3,17.5,2269,93.8,93.95,66,236,225,0.10000000000000853,6.54,113,148,115,151,296,327,289,"8.1","-8.1"
460,554340,"García, Yimi",2022,1039,44.3,0.127,0.076,0.171,0.203,0.17,0.218,0.164,15,118,89.3,26.9,2456,94.9,93.9,76,262,198,-1,5.76,111,160,122,150,293,321,297,"17.7","-17.7"
460,608371,"Sims, Lucas",2023,1057,43.5,0.191,0.169,0.224,0.36,0.32,0.329,0.195,17,89,86,21.5,2620,94.2,93.23,49,212,248,-1,5.75,110,146,120,147,292,321,296,"3.8","-3.8"
460,676714,"Hughes, Brandon",2022,973,47.3,0.214,0.243,0.217,0.456,0.33,0.354,0.241,22,103,89.7,24.2,2313,93.2,90.73,41,216,244,-2.5,6.27,107,151,116,151,297,320,291,"1.8","-1.8"
460,628317,"Maeda, Kenta",2021,1775,25.9,0.297,0.253,0.368,0.549,0.392,0.377,0.27,27,91,90.4,21.3,2264,90.6,90.07,49,211,249,-0.5,5.94,106,159,116,149,298,330,292,"-0.9","0.9"
459,650556,"Abreu, Bryan",2022,1019,45,0.287,0.075,0.361,0.362,0.348,0.355,0.252,23,80,86.8,21.3,2312,97.2,97.3,61,229,230,0.09999999999999432,6.51,114,153,113,149,291,320,292,"-1.9","1.9"
459,672710,"Contreras, Roansy",2023,1141,40.2,0.381,0.216,0.41,0.598,0.464,0.443,0.331,37,97,92.9,17.3,2353,94.3,95.01,19,195,264,0.7000000000000028,6.71,110,148,113,150,301,321,296,"-15","15"
459,605135,"Bassitt, Chris",2021,2381,19.3,0.194,0.097,0.296,0.291,0.233,0.224,0.176,26,134,87.6,22.9,2170,93.2,93.42,69,256,203,0.20000000000000284,6.32,115,149,124,154,297,326,302,"4.4","-4.4"
458,593576,"Neris, Hector",2021,1243,36.8,0.239,0.272,0.333,0.511,0.365,0.317,0.193,22,92,95,25.9,2349,94.1,93.84,75,232,226,-0.29999999999999716,6.21,111,151,114,148,296,324,294,"-5.5","5.5"
458,593334,"Germán, Domingo",2023,1653,27.7,0.321,0.42,0.274,0.741,0.451,0.459,0.325,26,81,93.2,28.9,2508,92.3,91.79,40,211,247,-0.5,6.08,115,149,116,152,296,327,291,"-5.4","5.4"
458,598264,"Barnes, Matt",2021,919,49.8,0.24,0.24,0.277,0.481,0.351,0.305,0.189,25,104,89.9,23,2276,95.8,96.72,60,231,227,0.9000000000000057,6.89,110,154,118,148,292,327,296,"-5.4","5.4"
457,661395,"Duran, Jhoan",2023,1017,44.9,0.212,0.163,0.292,0.375,0.311,0.311,0.219,17,80,86.4,6.3,2098,101.8,102.27,92,257,200,0.5,6.54,112,146,117,148,297,327,290,"5.2","-5.2"
456,657612,"Hill, Tim",2021,961,47.5,0.196,0.131,0.262,0.327,0.285,0.298,0.204,21,107,85.5,3.3,2255,92,91.66,58,225,231,-0.29999999999999716,6.75,115,148,119,146,294,318,309,"1.4","-1.4"
456,605347,"López, Jorge",2021,2166,21.1,0.287,0.309,0.311,0.596,0.414,0.367,0.254,27,94,91.3,19.9,1977,95.3,95.41,47,210,246,0.10000000000000853,6.42,110,153,119,149,303,322,294,"-2.6","2.6"
456,663878,"Pearson, Nate",2023,737,61.9,0.229,0.152,0.26,0.381,0.31,0.324,0.231,24,105,92.9,25.7,2304,97.9,98.62,56,230,226,0.6999999999999886,6.9,109,148,119,146,287,324,286,"4.8","-4.8"
