"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
128,453268,"Bard, Daniel",2023,933,13.7,0.214,0.071,0.273,0.286,0.474,0.509,0.247,3,14,92.5,15.3,2509,94.4,94.65,8,24,104,0.29999999999999716,6.05,110,146,123,146,303,330,301,"-6.3","6.3"
128,656457,"Gilbert, Tyler",2022,564,22.7,0.286,0.071,0.32,0.357,0.31,0.369,0.31,8,28,86.8,28.9,2098,89.5,88.71,10,63,65,-0.7999999999999972,5.94,110,152,120,148,302,322,297,"1.5","-1.5"
128,676083,"Junk, Janson",2021,247,51.8,0.31,0.414,0.238,0.724,0.445,0.501,0.368,9,29,86.4,11.8,2357,92.5,92.21,10,58,70,-0.29999999999999716,6.05,120,159,118,150,304,327,301,"-2.1","2.1"
127,686753,"Jameson, Drey",2022,369,34.4,0.235,0.118,0.259,0.353,0.289,0.383,0.312,8,34,93.9,12.6,2234,95.9,94.69,12,67,60,-1.2000000000000028,5.73,114,155,123,151,299,322,297,"3","-3"
127,669713,"Wesneski, Hayden",2022,495,25.7,0.12,0.08,0.167,0.2,0.158,0.127,0.102,3,25,85.5,18.6,2148,93.1,93.9,15,62,65,0.8000000000000114,6.71,115,155,118,151,301,321,294,"2.2","-2.2"
127,676424,"Bettinger, Alec",2021,199,63.8,0.25,0.094,0.286,0.344,0.28,0.339,0.306,8,32,90.7,20.7,2106,91.5,92.01,10,70,57,0.5,6.56,112,153,120,149,296,319,295,"3.3","-3.3"
127,642770,"Guerra, Javy",2023,362,35.1,0.179,0.036,0.278,0.214,0.309,0.343,0.195,5,28,90.1,19.8,2298,97.8,97.31,18,64,63,-0.5,6.19,108,149,120,148,297,326,300,"0.3","-0.3"
127,458676,"Lindblom, Josh",2021,342,37.1,0.3,0.133,0.45,0.433,0.365,0.345,0.262,9,30,92.5,25.2,2593,90.3,90.08,14,62,65,-0.20000000000000284,6.25,104,151,119,147,302,324,294,"2","-2"
127,622065,"Young, Alex",2021,912,13.9,0.375,0.375,0.333,0.75,0.526,0.586,0.435,9,24,90.3,2.7,2257,91.5,90.8,9,50,77,-0.7000000000000028,5.89,112,151,117,150,294,321,297,"-6","6"
126,670810,"Gillaspie, Logan",2022,262,48.1,0.297,0.081,0.333,0.378,0.306,0.393,0.325,11,37,92.4,16.4,2151,95.2,95.01,9,64,62,-0.20000000000000284,6.25,108,156,118,149,298,322,294,"-1.2","1.2"
126,657031,"Taylor, Josh",2023,341,37,0.381,0.143,0.471,0.524,0.409,0.31,0.257,8,21,90.7,8.1,2210,92.8,93.9,13,54,72,1.1000000000000085,6.87,110,149,115,147,302,331,294,"-2.4","2.4"
126,660906,"Pérez, Francisco",2022,205,61.5,0.379,0.138,0.417,0.517,0.454,0.433,0.325,11,29,95.7,19.4,2063,93.3,92.63,8,55,71,-0.7000000000000028,5.93,110,154,122,146,300,315,295,"-1.9","1.9"
125,592094,"Adam, Jason",2021,218,57.3,0.296,0.259,0.412,0.556,0.41,0.319,0.2,8,27,88.4,24.4,2605,93.8,94.45,13,62,63,0.7000000000000028,6.73,113,150,116,147,294,317,294,"-2.9","2.9"
125,517008,"Colomé, Alex",2022,803,15.6,0.529,0.529,0.471,1.059,0.655,0.67,0.534,9,17,97.3,20.7,2125,94.5,94.45,8,48,77,-0.09999999999999432,6.21,114,151,119,146,304,327,304,"-6.1","6.1"
125,605541,"Wright Jr., Mike",2021,325,38.5,0.226,0.097,0.269,0.323,0.287,0.251,0.186,7,31,85.4,15.8,2223,91.9,92.14,13,68,57,0.19999999999998863,6.35,110,152,117,149,299,320,295,"2.8","-2.8"
124,676050,"Naughton, Packy",2021,383,32.4,0.417,0.125,0.5,0.542,0.461,0.409,0.341,10,24,92.6,18.1,2035,90.5,89.77,5,49,75,-0.7000000000000028,5.81,108,154,117,147,303,325,298,"-4.1","4.1"
124,656818,"Overton, Connor",2022,469,26.4,0.167,0.042,0.19,0.208,0.282,0.338,0.229,4,24,94,15.3,2217,91.1,90.81,5,51,73,-0.29999999999999716,6.18,118,158,122,147,292,320,292,"1.6","-1.6"
124,607560,"Harper, Ryne",2021,567,21.9,0.2,0.167,0.227,0.367,0.302,0.29,0.211,6,30,87,11.7,1822,86.5,87.08,10,52,72,0.5999999999999943,6.42,108,154,124,143,300,318,292,"1.5","-1.5"
124,608665,"Graveman, Kendall",2022,1035,12,0.138,0.069,0.222,0.207,0.159,0.223,0.196,4,29,88,19.9,2372,96.6,96.48,20,61,63,-0.09999999999999432,6.25,110,150,113,147,294,325,299,"2.4","-2.4"
124,613534,"Adams, Austin",2021,962,12.9,0.294,0.294,0.385,0.588,0.438,0.339,0.224,5,17,85.9,19.3,2571,94.1,93.4,11,43,81,-0.6999999999999886,5.88,114,153,127,145,302,321,311,"-2.8","2.8"
122,641871,"Middleton, Keynan",2022,241,50.6,0.294,0.529,0.238,0.824,0.486,0.424,0.293,10,34,92.4,29.1,2363,95.1,95.37,19,63,59,0.30000000000001137,6.7,107,151,122,147,301,320,295,"-6.2","6.2"
122,592169,"Brice, Austin",2021,274,44.5,0.222,0.185,0.278,0.407,0.342,0.301,0.156,6,27,93.2,27.9,2244,92.6,91,13,58,64,-1.5999999999999943,5.46,113,153,123,147,288,319,296,"-1.8","1.8"
121,665048,"Harris, Hobie",2023,350,34.6,0.2,0.36,0.143,0.56,0.42,0.527,0.291,5,25,91.1,24.6,2127,94.1,93.82,8,47,74,-0.29999999999999716,6.15,116,147,117,148,302,327,308,"-2.6","2.6"
120,642216,"Winans, Allan",2023,534,22.5,0.25,0.333,0.286,0.583,0.358,0.349,0.261,6,24,95.7,20.6,2173,90,90.84,6,45,75,0.7999999999999972,6.79,118,149,119,150,301,326,308,"-1.1","1.1"
120,446321,"Detwiler, Ross",2022,471,25.5,0.261,0.261,0.333,0.522,0.376,0.304,0.192,6,23,91.7,34.1,2243,92.4,90.24,21,59,61,-2.200000000000003,5.51,111,152,123,147,292,318,286,"0.1","-0.1"
119,687145,"Justice, Evan",2023,169,70.4,0.56,0.08,0.7,0.64,0.566,0.406,0.336,14,25,87.6,-2.4,2339,94.4,94.99,6,40,79,0.5999999999999943,6.31,104,144,121,143,301,331,302,"-7.9","7.9"
119,501625,"Alvarez, Jose",2021,970,12.3,0.172,0.138,0.174,0.31,0.249,0.293,0.211,5,29,85.6,13,2302,91.3,91.33,11,53,66,0,6.44,114,156,114,151,293,321,295,"0.3","-0.3"
119,667725,"Tyler, Kyle",2021,190,62.6,0.034,0.103,0,0.138,0.187,0.282,0.137,1,29,88.1,20.7,2140,91,92.02,6,56,63,1,6.87,109,155,123,148,304,325,297,"5.1","-5.1"
119,547001,"Poteet, Cody",2022,448,26.6,0.222,0.259,0.286,0.481,0.359,0.383,0.26,6,27,95.9,16.2,2343,94.9,94.14,16,54,65,-0.8000000000000114,5.93,110,155,123,152,297,315,296,"-1.8","1.8"
119,453281,"LeBlanc, Wade",2021,794,15,0.189,0.162,0.161,0.351,0.252,0.353,0.276,7,37,85.8,24,1994,87.5,87.25,6,56,63,-0.29999999999999716,6.11,113,153,117,148,298,316,290,"3.7","-3.7"
119,570257,"Rodríguez, Joely",2021,775,15.4,0.36,0.24,0.389,0.6,0.441,0.413,0.272,9,25,88.9,18.8,2059,93.9,93.87,10,43,76,0,6.4,110,149,118,142,297,321,289,"-5.4","5.4"
119,663855,"Hicks, Jordan",2023,1114,10.7,0.216,0.054,0.421,0.27,0.236,0.202,0.166,8,37,84.5,17.4,2362,100.3,99.63,18,58,61,-0.7000000000000028,6.47,114,146,119,149,289,317,297,"-0.9","0.9"
118,593974,"Peralta, Wandy",2021,808,14.6,0.294,0.588,0.143,0.882,0.496,0.53,0.349,5,17,93.5,9.2,2207,95.6,94.37,9,43,75,-1.1999999999999886,5.63,107,151,117,147,298,321,290,"-3.9","3.9"
118,657240,"Merryweather, Julian",2021,217,54.4,0.259,0.333,0.235,0.593,0.377,0.429,0.305,7,27,91,20.4,2262,97.5,98.04,13,68,50,0.5,6.77,107,154,131,148,297,322,289,"0.6","-0.6"
118,663992,"Lovelady, Richard",2023,378,31.2,0.125,0.125,0.167,0.25,0.236,0.289,0.183,3,24,89,10.7,2360,90.8,92.75,14,53,65,2,7.4,112,147,116,149,303,318,295,"1.7","-1.7"
118,682847,"Ortiz, Luis L.",2022,275,42.9,0.074,0.037,0.111,0.111,0.219,0.259,0.121,2,27,86.6,22.1,2369,98.4,98.63,9,50,68,0.19999999999998863,6.51,109,151,113,149,290,320,289,"0.9","-0.9"
118,622103,"Reyes, Gerardo",2023,216,54.6,0.267,0.067,0.364,0.333,0.315,0.294,0.217,4,15,94.6,11,2414,96.5,95.48,18,61,57,-1,5.82,113,149,117,147,300,328,301,"-0.2","0.2"
118,663753,"Knehr, Reiss",2022,242,48.8,0.226,0.161,0.273,0.387,0.3,0.331,0.266,7,31,93.5,25.1,2387,93.1,93.78,8,55,63,0.7000000000000028,6.61,108,159,124,149,298,319,301,"1.8","-1.8"
117,621249,"Underwood Jr., Duane",2022,1004,11.7,0.25,0.083,0.375,0.333,0.286,0.267,0.215,6,24,92.3,20.6,2255,95.9,96.21,12,59,58,0.29999999999999716,6.53,108,148,116,149,301,324,303,"0.7","-0.7"
117,657277,"Webb, Logan",2023,3182,3.7,0.226,0.226,0.333,0.452,0.296,0.24,0.159,7,31,90,20.1,1980,92.6,93.99,18,60,57,1.4000000000000057,6.95,117,147,126,151,294,326,302,"-2.2","2.2"
116,592346,"González, Chi Chi",2022,376,30.9,0.273,0.182,0.278,0.455,0.344,0.391,0.318,6,22,89.8,15.9,2283,92.6,92.38,5,49,67,-0.19999999999998863,6.04,110,153,114,150,295,318,292,"0.2","-0.2"
116,452027,"Albers, Andrew",2021,365,31.8,0.258,0.419,0.211,0.677,0.42,0.434,0.295,8,31,84.8,25.1,2187,88.4,88.07,5,58,58,-0.30000000000001137,6.21,105,155,120,148,298,330,291,"-4.2","4.2"
116,656981,"Solomon, Peter",2021,227,51.1,0.12,0,0.158,0.12,0.203,0.296,0.206,3,25,90,12.7,2178,92.1,91.56,12,58,58,-0.5,6.07,112,155,117,152,290,318,291,"4.4","-4.4"
116,669721,"Daniel, Davis",2023,218,53.2,0.16,0.16,0.176,0.32,0.287,0.273,0.159,4,25,89.5,5.9,2169,93.4,93.92,14,59,57,0.5,6.62,113,150,118,149,299,325,299,"2.9","-2.9"
116,518516,"Bumgarner, Madison",2023,350,33.1,0.133,0.267,0.1,0.4,0.38,0.482,0.263,2,15,93.2,15.4,2160,89.5,90.16,9,38,78,0.7000000000000028,6.71,106,149,118,145,305,313,296,"0","0"
115,592716,"Sampson, Adrian",2021,554,20.8,0.238,0.619,0.083,0.857,0.453,0.417,0.267,5,21,93.4,35.8,2027,92.2,92.43,8,52,63,0.20000000000000284,6.49,105,150,114,150,300,320,297,"0.4","-0.4"
114,592454,"Kahnle, Tommy",2023,685,16.6,0.176,0.059,0.333,0.235,0.276,0.249,0.151,3,17,87.1,23.3,2157,95.3,96.07,13,37,77,0.7999999999999972,6.68,112,149,117,152,294,327,291,"-0.8","0.8"
114,626929,"Thorpe, Lewis",2021,251,45.4,0.333,0.143,0.353,0.476,0.402,0.37,0.281,7,21,94.8,5.2,1957,89.1,90.09,5,43,71,1,6.88,103,154,115,148,308,330,295,"-2.2","2.2"
114,518748,"Grimm, Justin",2022,277,41.2,0.435,0.174,0.5,0.609,0.499,0.444,0.349,10,23,92.1,16.6,2114,92.6,93.37,7,46,68,0.8000000000000114,6.89,110,150,123,147,296,317,296,"-4.6","4.6"
113,431148,"Kazmir, Scott",2021,207,54.6,0.304,0.217,0.353,0.522,0.399,0.378,0.26,7,23,95,9.8,2152,92.4,91.65,6,55,58,-0.7000000000000028,5.8,115,159,116,151,296,323,292,"-4.1","4.1"
113,660593,"Reyes, Denyi",2023,364,31,0.143,0.143,0.154,0.286,0.244,0.283,0.19,3,21,86,20.9,2164,91.8,91.04,11,52,61,-0.7999999999999972,6.87,113,147,120,149,302,329,297,"1.3","-1.3"
113,523260,"Kelly, Joe",2023,712,15.9,0.333,0.267,0.529,0.6,0.418,0.309,0.214,10,30,88.4,16.6,2284,99,98.83,9,50,63,-0.20000000000000284,6.27,116,150,119,150,297,320,297,"-1.3","1.3"
112,663460,"Bubic, Kris",2023,264,42.4,0.476,0.143,0.526,0.619,0.493,0.405,0.349,10,21,90.6,4.5,2176,91.7,92.98,13,57,55,1.2999999999999972,6.89,101,152,116,145,305,330,306,"-0.3","0.3"
111,592717,"Sanchez, Aaron",2021,595,18.7,0.313,0.125,0.357,0.438,0.421,0.415,0.305,5,16,91.3,13.1,2016,90.1,91.36,6,37,74,1.3000000000000114,6.96,113,157,114,151,300,322,299,"-1.5","1.5"
111,664054,"Stashak, Cody",2022,227,48.9,0.37,0.222,0.391,0.593,0.399,0.346,0.319,10,27,94,23,2194,90.6,89.88,9,54,57,-0.6999999999999886,5.97,108,156,114,150,298,333,295,"-4.4","4.4"
111,663773,"Hoeing, Bryan",2023,1125,9.9,0.304,0.261,0.286,0.565,0.388,0.407,0.318,7,23,91,18.2,2059,93.9,94.39,5,47,64,0.5,6.68,113,150,118,149,303,321,296,"-0.9","0.9"
111,669135,"Sceroler, Mac",2021,198,56.1,0.4,0.4,0.421,0.8,0.538,0.46,0.309,10,25,93.1,21.9,2487,92.7,92.69,7,51,60,0,6.32,112,151,124,150,300,319,296,"-9.1","9.1"
111,657585,"Garrett, Reed",2023,347,32,0.286,0.19,0.333,0.476,0.382,0.443,0.295,6,21,92,19.6,2304,96.3,96.26,9,53,58,0,6.33,107,149,117,148,301,329,296,"-0.4","0.4"
111,650382,"Hernández, Darwinzon",2022,182,61,0.357,0.5,0.5,0.857,0.578,0.529,0.331,5,14,90.8,21.6,2358,94.3,94.65,20,50,61,0.4000000000000057,6.84,111,151,119,148,296,328,296,"-8.4","8.4"
111,661255,"López, Yoan",2021,215,51.6,0.37,0.185,0.375,0.556,0.401,0.454,0.37,10,27,90.8,9.8,2204,95.7,96.71,5,50,61,1,6.85,111,155,121,151,307,334,308,"0.5","-0.5"
110,681810,"Warren, Austin",2021,306,35.9,0.13,0.13,0.188,0.261,0.223,0.219,0.12,3,23,89.1,22.2,2287,93.9,84.47,11,43,67,-9.400000000000006,6.43,112,158,117,149,302,326,297,"0.4","-0.4"
110,669160,"May, Dustin",2022,474,23.2,0.238,0,0.357,0.238,0.317,0.332,0.229,5,21,92.6,25.3,2356,98.1,98.44,18,58,52,0.30000000000001137,6.58,114,158,119,149,290,316,299,"-0.3","0.3"
110,664285,"Valdez, Framber",2022,3018,3.6,0.227,0,0.25,0.227,0.364,0.387,0.255,5,22,86.1,-5.7,2192,94.1,93.48,3,39,71,-0.5999999999999943,5.89,111,157,117,148,296,321,290,"0.3","-0.3"
110,676886,"Beasley, Jeremy",2021,198,55.6,0.222,0.333,0.222,0.556,0.426,0.383,0.18,4,18,92.6,34.9,2500,95.1,95.03,19,54,56,-0.09999999999999432,6.23,109,152,120,148,290,312,289,"-1.9","1.9"
110,643338,"Green, Chad",2023,195,56.4,0.207,0.207,0.294,0.414,0.299,0.259,0.198,6,29,93,21.6,2464,95.5,95.94,26,69,41,0.4000000000000057,6.7,112,150,120,149,291,326,287,"-1.3","1.3"
110,607359,"Patton, Spencer",2023,205,53.7,0.192,0.385,0.15,0.577,0.339,0.463,0.288,5,26,94.4,28.4,2038,91.3,91.55,10,55,55,0.29999999999999716,6.41,111,146,117,149,295,322,295,"0.7","-0.7"
109,570666,"Cessa, Luis",2023,463,23.5,0.355,0.226,0.333,0.581,0.44,0.426,0.331,11,31,93.8,24.5,2219,91.9,90.92,3,57,52,-1,5.67,113,146,119,149,292,319,293,"-1.8","1.8"
109,669169,"Heasley, Jonathan",2021,250,43.6,0.333,0.222,0.333,0.556,0.398,0.431,0.331,9,27,96.2,20,2261,93.5,93,3,50,59,-0.5,6.03,106,156,117,149,299,328,309,"-0.6","0.6"
109,666205,"Muller, Kyle",2022,233,46.8,0.29,0.032,0.36,0.323,0.306,0.281,0.248,9,31,84.7,17.1,2384,94.2,94.81,10,63,46,0.5999999999999943,6.58,107,151,115,148,308,323,294,"1.2","-1.2"
109,656887,"Reid-Foley, Sean",2023,164,66.5,0.063,0,0.333,0.063,0.198,0.178,0.029,1,16,93.2,15,2273,96.1,97.28,24,52,57,1.2000000000000028,7.07,116,148,115,148,300,326,297,"3.2","-3.2"
109,676477,"Whitlock, Garrett",2021,1150,9.5,0.061,0.182,0,0.242,0.17,0.207,0.116,2,33,85.3,5.6,2125,96.3,98.05,22,58,51,1.7999999999999972,7.27,113,156,119,148,289,325,299,"3.7","-3.7"
108,669358,"Baz, Shane",2021,198,54.5,0.143,0.286,0.1,0.429,0.273,0.304,0.177,3,21,87.7,37.8,2415,97,97.25,17,56,52,0.20000000000000284,6.68,111,161,112,151,300,318,295,"1.8","-1.8"
108,544931,"Strasburg, Stephen",2021,362,29.8,0.304,0.478,0.333,0.783,0.49,0.433,0.268,7,23,96,13.5,2079,91.9,93.17,10,39,69,1.2999999999999972,7.08,112,155,113,150,302,316,294,"-4.1","4.1"
108,572955,"Johnson, Pierce",2022,280,38.6,0.313,0.125,0.5,0.438,0.381,0.257,0.174,5,16,93,3.3,2172,94.8,93.74,11,45,63,-1.0999999999999943,5.83,113,160,126,150,299,323,299,"-1.5","1.5"
108,605309,"Kela, Keone",2021,203,53.2,0.375,0.375,0.364,0.75,0.471,0.408,0.335,6,16,93.2,13.9,2336,94.7,94.54,5,39,69,-0.20000000000000284,6.35,115,156,125,148,294,317,307,"-0.3","0.3"
108,665896,"Marte, José",2022,265,40.8,0.273,0.545,0.2,0.818,0.583,0.573,0.297,3,11,100,24.4,2357,96.6,97.65,9,35,73,1,7.03,114,155,122,152,294,322,291,"-5.1","5.1"
107,669912,"Snead, Kirby",2022,780,13.7,0.143,0.048,0.273,0.19,0.24,0.251,0.15,3,21,88.6,21.3,2497,93.5,92.99,14,46,61,-0.5,6.17,104,149,117,147,301,322,291,"1.7","-1.7"
107,596057,"Norris, Daniel",2023,258,41.5,0.16,0.12,0.188,0.28,0.299,0.337,0.177,4,25,86.9,24.7,2322,88.8,88.53,10,42,65,-0.29999999999999716,6.17,109,150,120,148,297,319,295,"2.5","-2.5"
107,605200,"Davies, Zach",2022,2292,4.7,0.259,0.037,0.389,0.296,0.301,0.319,0.237,7,27,90.6,25.4,2114,89.9,89.45,11,41,66,-0.5,6.06,109,152,120,149,301,318,296,"0.4","-0.4"
107,686651,"Stoudt, Levi",2023,224,47.8,0.345,0.103,0.4,0.448,0.384,0.377,0.332,10,29,92.9,4.2,2120,94.4,94.85,7,50,57,0.3999999999999915,6.61,114,148,122,150,294,320,291,"-1","1"
107,676720,"Romero, Tommy",2022,191,56,0.462,0.846,0.333,1.308,0.719,0.65,0.438,6,13,94.6,22.3,1953,90.2,90.91,7,45,62,0.7000000000000028,6.79,109,162,122,149,296,319,298,"-7.4","7.4"
107,674444,"Cruz, Steven",2023,244,43.9,0.263,0.158,0.357,0.421,0.428,0.432,0.235,5,19,94.7,14.8,2175,97.7,98.92,8,43,64,1.2000000000000028,7.03,109,147,124,148,292,318,292,"0.3","-0.3"
106,656818,"Overton, Connor",2021,274,38.7,0.182,0.091,0.25,0.273,0.243,0.271,0.208,4,22,90.2,20.4,2242,92.3,91.72,9,56,50,-0.5999999999999943,6.07,112,152,122,150,292,313,297,"1.5","-1.5"
106,664202,"Cyr, Tyler",2022,224,47.3,0.059,0.059,0.125,0.118,0.214,0.295,0.17,1,17,98.8,16.5,2149,94.4,95.84,11,45,61,1.3999999999999915,7.11,114,153,124,151,302,323,299,"3","-3"
106,623465,"Phillips, Evan",2021,244,43.4,0.368,0.053,0.412,0.421,0.392,0.401,0.357,7,19,94.6,7.4,2224,95.4,95.78,10,59,47,0.3999999999999915,6.48,111,155,116,150,300,320,296,"-0.2","0.2"
105,663992,"Lovelady, Richard",2021,315,33.3,0.316,0.053,0.545,0.368,0.365,0.319,0.253,6,19,90.1,18.7,2491,93.2,94.94,12,41,64,1.7000000000000028,7.14,105,159,112,144,295,322,303,"-2.5","2.5"
105,543521,"McHugh, Collin",2021,972,10.8,0.214,0,0.375,0.214,0.222,0.315,0.272,3,14,90.4,14.4,2267,90.6,90.87,11,36,69,0.30000000000001137,6.66,106,153,118,150,300,315,293,"0.1","-0.1"
105,656061,"Abreu, Albert",2021,642,16.4,0.182,0.182,0.176,0.364,0.299,0.377,0.279,4,22,87.7,19.9,2133,97.8,97.79,12,55,50,0,6.44,111,155,118,148,295,322,292,"1.6","-1.6"
105,621139,"Kriske, Brooks",2021,194,54.1,0.423,0.846,0.211,1.269,0.668,0.423,0.26,11,26,91.6,20.7,2208,95.3,95.37,6,57,48,0.10000000000000853,6.33,108,149,115,143,294,321,288,"-6.4","6.4"
105,664285,"Valdez, Framber",2021,2090,5,0.35,0.25,0.375,0.6,0.53,0.474,0.256,7,20,94.6,-3.4,2183,92.1,91.64,4,39,66,-0.5,5.86,108,153,114,149,290,322,290,"-2.1","2.1"
105,665733,"Santos, Antonio",2021,176,59.7,0.259,0.222,0.261,0.481,0.37,0.367,0.282,7,27,88.3,15.1,2157,95.5,95.53,2,39,66,0,6.3,114,153,122,147,299,326,300,"0.9","-0.9"
105,606965,"Devenski, Chris",2022,241,43.6,0.435,0.391,0.429,0.826,0.524,0.528,0.386,10,23,98.8,10.4,2179,94.3,93.77,8,53,52,-0.5,6.04,110,151,117,148,299,321,295,"-1.7","1.7"
105,606930,"Barnes, Jacob",2023,209,50.2,0.31,0.138,0.36,0.448,0.335,0.33,0.29,9,29,90.8,21.8,2353,94.8,95.62,10,57,48,0.7999999999999972,6.7,112,150,120,149,305,316,299,"-1.9","1.9"
105,605359,"Marshall, Evan",2021,435,24.1,0.125,0.063,0.154,0.188,0.221,0.267,0.16,2,16,86.5,27.8,2442,93.1,92.04,12,44,61,-1.0999999999999943,5.7,115,152,116,149,299,318,295,"0.7","-0.7"
104,681982,"Anderson, Grant",2023,598,17.4,0.25,0.25,0.333,0.5,0.381,0.448,0.31,6,24,90.2,32.3,2329,93,93.57,19,49,55,0.5999999999999943,6.65,115,146,117,151,305,330,301,"-2.7","2.7"
104,672715,"Patiño, Luis",2023,383,27.2,0.286,0.286,0.308,0.571,0.401,0.345,0.22,6,21,91.4,31.9,2261,95,95.89,4,39,65,0.9000000000000057,6.83,116,149,117,150,296,328,297,"1.4","-1.4"
104,461325,"Clippard, Tyler",2021,410,25.4,0.143,0.048,0.188,0.19,0.191,0.212,0.151,3,21,81.4,17.5,2254,88.8,88.44,11,53,51,-0.3999999999999915,6.16,110,153,118,149,296,325,295,"5","-5"
104,677161,"Kelly, Zack",2022,222,46.8,0.167,0.042,0.19,0.208,0.196,0.193,0.168,4,24,83.5,7.1,2145,94.6,94.87,5,43,61,0.30000000000001137,6.68,109,158,112,151,293,329,293,"1.8","-1.8"
103,476594,"Stock, Robert",2021,168,61.3,0.35,0.35,0.357,0.7,0.511,0.496,0.336,7,20,94.5,7.4,2033,96.2,96.37,8,39,64,0.20000000000000284,6.44,108,151,110,150,293,324,299,"-4.7","4.7"
103,571676,"Frankoff, Seth",2021,260,39.6,0.391,0.348,0.368,0.739,0.52,0.453,0.316,9,23,85.7,20,2411,91.3,91.19,3,47,56,-0.09999999999999432,6.21,108,152,117,149,305,332,303,"-4.5","4.5"
103,657508,"Baumann, Mike",2021,185,55.7,0.261,0.304,0.263,0.565,0.394,0.548,0.337,6,23,96.5,22.9,2093,93.6,93.99,10,47,56,0.4000000000000057,6.65,110,153,127,149,291,326,298,"-2","2"
103,608566,"Márquez, Germán",2023,302,34.1,0.348,0.348,0.333,0.696,0.447,0.448,0.349,8,23,98.3,13.1,2163,95.7,94.09,6,55,48,-1.6000000000000085,5.39,114,150,118,148,293,325,297,"-0.6","0.6"
103,621593,"Castro, Anthony",2022,260,39.6,0.5,0.35,0.5,0.85,0.601,0.544,0.424,10,20,95.9,12,2414,94.8,95.8,9,49,54,1,6.66,109,156,124,149,294,314,293,"-5.3","5.3"
103,552640,"Kittredge, Andrew",2021,982,10.5,0.192,0.038,0.263,0.231,0.183,0.345,0.278,5,26,84,19.6,2551,94.6,95.39,10,66,37,0.8000000000000114,6.71,110,155,115,150,296,323,296,"6.5","-6.5"
102,468504,"Chacín, Jhoulys",2021,1070,9.5,0.222,0.185,0.227,0.407,0.307,0.341,0.276,6,27,92.1,14.6,2240,92.4,92.2,5,45,57,-0.20000000000000284,5.94,111,150,121,145,298,328,302,"0.2","-0.2"
102,670241,"Vines, Darius",2023,308,33.1,0.13,0.13,0.158,0.261,0.231,0.3,0.183,3,23,92.8,18.5,2157,89.8,90.07,6,44,58,0.29999999999999716,6.37,115,150,115,149,307,327,308,"1","-1"
102,668338,"Miller, Tyson",2022,228,44.7,0.333,0,0.353,0.333,0.38,0.342,0.247,6,18,80.7,12,2096,90.8,92.23,9,46,56,1.4000000000000057,7.12,111,149,115,144,301,318,290,"-0.6","0.6"
102,666154,"Kauffmann, Karl",2023,582,17.5,0.333,0.286,0.429,0.619,0.468,0.399,0.24,7,21,94.6,20.8,2199,90.3,91.23,12,40,62,0.9000000000000057,6.66,110,147,123,148,305,333,302,"-2.6","2.6"
101,607968,"Rucinski, Drew",2023,350,28.9,0.294,0.176,0.25,0.471,0.434,0.372,0.235,5,17,88,27.9,2069,89,89.76,5,33,68,0.7999999999999972,6.7,112,147,113,152,291,316,296,"-2.6","2.6"
101,453192,"Miller, Andrew",2021,620,16.3,0.316,0.316,0.25,0.632,0.46,0.477,0.331,6,19,92.9,14.9,2050,87.9,89.49,3,46,55,1.5999999999999943,7.14,115,153,117,147,293,317,295,"-2","2"
101,527054,"Teheran, Julio",2023,1080,9.4,0.368,0.737,0.333,1.105,0.579,0.446,0.273,7,19,96.2,28.7,2290,89.2,89.57,13,49,52,0.3999999999999915,6.47,114,149,118,150,297,323,294,"-6.3","6.3"
101,663989,"Vespi, Nick",2023,202,50,0.25,0.25,0.217,0.5,0.343,0.307,0.27,6,24,88.1,6.8,2235,89,88.33,5,49,52,-0.7000000000000028,5.78,111,151,124,147,300,324,292,"1.2","-1.2"
101,641755,"Kinley, Tyler",2023,298,33.9,0.5,0.375,0.5,0.875,0.589,0.472,0.361,12,24,92.6,27.4,2296,96.5,95.67,3,48,53,-0.7999999999999972,5.59,113,148,120,147,303,331,307,"-5.9","5.9"
101,456713,"Bush, Matt",2023,194,52.1,0.333,0.429,0.385,0.762,0.492,0.485,0.352,7,21,92.8,12.9,2421,94.4,94.63,12,46,55,0.19999999999998863,6.52,111,145,112,143,294,325,293,"-2.5","2.5"
100,543548,"Milone, Tommy",2022,238,42,0.176,0.176,0.125,0.353,0.297,0.354,0.281,3,17,85.7,20.7,2205,86.6,86.01,2,36,64,-0.5999999999999943,6,111,154,124,147,288,317,288,"0.9","-0.9"
100,663399,"Waddell, Brandon",2021,213,46.9,0.263,0.316,0.267,0.579,0.408,0.437,0.261,5,19,95.6,27.8,2355,92.5,92.27,7,39,61,-0.20000000000000284,6.02,109,150,119,146,298,324,296,"-1.6","1.6"
100,667297,"Nance, Tommy",2022,751,13.3,0.238,0.238,0.333,0.476,0.365,0.333,0.196,5,21,95.5,41.1,2341,93.8,93.61,13,45,55,-0.20000000000000284,6.31,110,152,121,150,296,317,292,"0.9","-0.9"
