"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
298,669373,"Skubal, Tarik",2023,1218,24.5,0.167,0.038,0.302,0.205,0.181,0.194,0.175,13,78,85.2,2.5,1563,84.3,84.09,86,170,128,-0.20000000000000284,6.21,106,149,119,145,308,326,284,"6.3","-6.3"
298,605347,"López, Jorge",2021,2166,13.8,0.319,0.159,0.4,0.478,0.372,0.348,0.285,22,69,87.9,-0.3,1614,88.5,88.65,42,150,148,0.09999999999999432,6.42,111,154,119,149,299,322,297,"-6.8","6.8"
297,664353,"Urquidy, José",2021,1631,18.2,0.159,0.136,0.197,0.295,0.232,0.279,0.218,14,88,83.6,8.7,1913,84.4,84.18,55,163,134,-0.20000000000000284,6.16,115,159,123,153,292,327,295,"2.6","-2.6"
296,573668,"Minaya, Juan",2021,659,44.9,0.125,0.097,0.14,0.222,0.182,0.229,0.179,9,72,85.9,-6.3,1584,88.9,89.51,48,153,143,0.5999999999999943,6.49,107,155,115,149,300,332,295,"7.3","-7.3"
295,502043,"Gibson, Kyle",2022,2739,10.8,0.259,0.136,0.306,0.395,0.282,0.22,0.216,21,81,85,4.4,1622,84.7,85.3,44,160,135,0.5999999999999943,6.71,114,152,118,146,290,326,295,"-2.2","2.2"
295,596057,"Norris, Daniel",2021,989,29.8,0.222,0.153,0.311,0.375,0.286,0.242,0.192,16,72,92.5,0.9,1434,86.9,85.63,46,134,161,-1.3000000000000114,5.51,106,152,118,146,299,324,299,"-5.6","5.6"
295,456034,"Price, David",2021,1178,25,0.293,0.163,0.333,0.457,0.33,0.319,0.283,27,92,87.3,7.7,1677,85.5,84.95,34,157,138,-0.5999999999999943,5.88,110,155,116,150,303,318,291,"-7.7","7.7"
294,641302,"Alexander, Tyler",2022,1591,18.5,0.337,0.141,0.346,0.478,0.349,0.349,0.326,31,92,85.3,4,1524,82.8,82.77,30,158,136,0,6.27,105,153,118,143,305,330,290,"-8","8"
293,607536,"Freeland, Kyle",2023,2414,12.1,0.426,0.235,0.413,0.662,0.475,0.487,0.411,29,68,91.4,11.2,1598,84.3,85.09,20,143,150,0.7999999999999972,6.59,107,150,126,145,306,331,298,"-5.6","5.6"
293,606424,"García, Jarlín",2022,1015,28.9,0.259,0.185,0.293,0.444,0.316,0.308,0.253,21,81,86.6,11.5,2112,85.2,85.54,51,152,141,0.29999999999999716,6.52,106,151,116,145,298,321,290,"-4","4"
292,450203,"Morton, Charlie",2023,2842,10.3,0.25,0.089,0.318,0.339,0.289,0.294,0.261,14,56,86.7,3.7,2131,86,85.87,44,131,161,-0.09999999999999432,6.23,114,149,120,150,305,327,306,"0.7","-0.7"
291,663567,"Lambert, Peter",2023,1450,20.1,0.235,0.224,0.3,0.459,0.325,0.287,0.209,20,85,89.4,6.7,1509,86.3,86.67,49,151,140,0.4000000000000057,6.38,114,147,122,149,300,328,302,"-4","4"
290,656970,"Smeltzer, Devin",2022,1129,25.7,0.242,0.111,0.265,0.354,0.274,0.278,0.252,24,99,87.2,5.7,1599,82.2,81.74,29,160,130,-0.5,5.89,107,153,119,147,297,331,291,"1.6","-1.6"
290,628711,"Urías, Julio",2023,1849,15.7,0.296,0.296,0.36,0.593,0.382,0.303,0.254,24,81,84.5,-0.6,1859,86.1,85.34,49,164,126,-0.7999999999999972,5.78,112,153,121,149,304,316,287,"-11.4","11.4"
290,542882,"Andriese, Matt",2021,855,33.9,0.305,0.061,0.407,0.366,0.314,0.298,0.275,25,82,87.3,2.3,2196,86,85.74,39,155,135,-0.29999999999999716,5.82,110,152,119,145,291,324,298,"-5.8","5.8"
289,596001,"Junis, Jakob",2022,1802,16,0.348,0.242,0.333,0.591,0.416,0.374,0.32,23,66,87.2,7.7,1396,84.8,84.11,23,122,167,-0.7000000000000028,5.79,113,153,117,149,297,327,301,"-5.6","5.6"
288,453265,"Watson, Tony",2021,866,33.3,0.195,0.085,0.192,0.28,0.247,0.318,0.248,16,82,83.6,13.9,2351,85.9,85.16,45,168,120,-0.7000000000000028,6.11,108,153,116,147,304,326,293,"2.3","-2.3"
288,501381,"Pineda, Michael",2021,1707,16.9,0.333,0.203,0.323,0.536,0.377,0.384,0.345,23,69,89.5,18.1,1719,85.5,85.36,25,140,148,-0.09999999999999432,6.18,107,161,109,151,301,331,294,"-1.8","1.8"
288,676477,"Whitlock, Garrett",2023,1195,24.1,0.312,0.247,0.364,0.559,0.37,0.296,0.257,29,93,89.6,10.5,2129,82.7,84.43,54,169,119,1.7000000000000028,7.46,115,149,115,150,290,327,290,"-9.1","9.1"
287,676760,"Marinaccio, Ron",2022,757,37.9,0.141,0.07,0.214,0.211,0.206,0.21,0.142,10,71,82.7,11.4,1981,83.9,84.3,61,149,138,0.3999999999999915,6.74,112,152,119,151,292,325,288,"8.3","-8.3"
286,669373,"Skubal, Tarik",2022,1914,14.9,0.2,0.043,0.341,0.243,0.22,0.209,0.186,14,70,81.9,7.7,1599,83.6,83.25,75,158,128,-0.3999999999999915,6.16,108,154,116,147,304,329,291,"2","-2"
286,571510,"Boyd, Matthew",2021,1273,22.5,0.247,0.104,0.286,0.351,0.271,0.332,0.304,19,77,85.7,15.3,1858,79.9,79.59,49,164,122,-0.30000000000001137,6.13,103,152,120,145,304,330,296,"2.2","-2.2"
286,623211,"Brazoban, Huascar",2023,1012,28.3,0.159,0.032,0.263,0.19,0.22,0.216,0.149,10,63,81,-3.1,1839,89.3,88.71,63,155,131,-0.5999999999999943,5.99,108,147,118,148,301,320,295,"4.9","-4.9"
285,669145,"Zimmermann, Bruce",2021,1105,25.8,0.271,0.224,0.254,0.494,0.339,0.387,0.285,23,85,90.1,15.6,1979,84.4,84.16,43,159,126,-0.20000000000000284,6.21,106,153,122,148,305,324,294,"-1.6","1.6"
285,570257,"Rodríguez, Joely",2021,775,36.8,0.208,0.065,0.288,0.273,0.208,0.223,0.203,16,77,87,0,1122,88.4,88.3,67,164,121,-0.10000000000000853,6.34,110,152,123,145,300,322,290,"6.1","-6.1"
285,689225,"Brieske, Beau",2022,1287,22.1,0.173,0.102,0.203,0.276,0.203,0.238,0.206,17,98,83.2,18.4,2219,82,81.02,36,167,118,-1,5.82,111,158,121,147,300,329,299,"6.4","-6.4"
283,595881,"Beede, Tyler",2022,1072,26.4,0.188,0.116,0.218,0.304,0.25,0.273,0.227,13,69,81.8,10.5,1617,84.8,85.36,43,145,138,0.6000000000000085,6.59,109,150,114,149,298,322,299,"4.1","-4.1"
283,592314,"Foltynewicz, Mike",2021,2236,12.7,0.291,0.273,0.279,0.564,0.386,0.382,0.299,16,55,88.9,21.4,1779,85.3,85.19,46,140,143,-0.09999999999999432,6.23,116,158,122,146,299,329,299,"-5.1","5.1"
283,669212,"Morgan, Eli",2022,1017,27.8,0.184,0.207,0.197,0.391,0.272,0.243,0.2,16,87,84,15,2098,75.9,74.07,34,160,123,-1.8000000000000114,5.92,111,156,121,150,294,319,295,"-1.4","1.4"
282,596057,"Norris, Daniel",2022,1012,27.9,0.152,0.091,0.263,0.242,0.19,0.208,0.193,10,66,88.4,-0.9,1426,86.7,85.75,56,136,146,-0.9000000000000057,5.74,107,151,118,147,300,322,289,"3.8","-3.8"
282,571656,"Farmer, Buck",2023,1222,23.1,0.222,0.206,0.25,0.429,0.337,0.325,0.209,14,63,84.8,1.6,1644,87.8,87.51,44,136,146,-0.29999999999999716,6.12,112,146,121,148,291,321,296,"-3.9","3.9"
282,666974,"Cano, Yennier",2023,1017,27.7,0.193,0.102,0.294,0.295,0.219,0.24,0.211,17,88,85.4,4.3,1808,90.9,90.16,66,163,119,-0.7000000000000028,6.07,116,148,117,150,296,324,295,"0.8","-0.8"
281,623167,"Flexen, Chris",2023,1755,16,0.213,0.107,0.28,0.32,0.246,0.262,0.226,16,75,82.5,12.1,1300,81,81.32,50,126,155,0.29999999999999716,6.3,113,146,121,147,295,326,304,"1.2","-1.2"
280,661309,"Martínez, Adrián",2022,1015,27.6,0.233,0.151,0.3,0.384,0.3,0.328,0.254,17,73,88.4,12.1,2289,84,83.71,52,167,113,-0.29999999999999716,6.07,113,154,119,150,297,322,298,"-0.8","0.8"
279,621389,"Blach, Ty",2023,1264,22.1,0.371,0.114,0.387,0.486,0.368,0.379,0.358,26,70,87.6,5.1,1977,79.9,78.21,31,150,129,-1.7000000000000028,5.04,107,151,127,145,303,332,300,"-5.6","5.6"
278,592351,"Gray, Jon",2023,2393,11.6,0.211,0.056,0.212,0.268,0.233,0.319,0.264,15,71,90.2,13.3,1455,88.8,89.27,32,150,128,0.5,6.61,114,145,112,151,301,331,300,"4.6","-4.6"
277,606160,"Montero, Rafael",2023,1253,22.1,0.299,0.117,0.373,0.416,0.343,0.285,0.234,23,77,85.8,-2.4,2057,91.4,91.5,40,136,141,0.09999999999999432,6.44,110,145,117,149,290,323,294,"-3.3","3.3"
276,677651,"Garcia, Luis",2021,2502,11,0.224,0.19,0.268,0.414,0.277,0.249,0.207,13,58,83,4.2,1909,83.4,83.03,50,128,148,-0.4000000000000057,6.09,117,157,116,153,288,321,295,"0.2","-0.2"
276,543037,"Cole, Gerrit",2022,3274,8.4,0.194,0.242,0.19,0.435,0.286,0.282,0.219,12,62,87.2,16.2,1616,89.7,90.08,39,127,149,0.3999999999999915,6.57,113,161,122,155,290,328,293,"-2.6","2.6"
275,607074,"Rodón, Carlos",2021,2219,12.4,0.367,0.245,0.341,0.612,0.419,0.395,0.348,18,49,90,18.5,1673,85.2,85.06,45,124,151,-0.10000000000000853,6.24,107,150,115,147,301,321,295,"-5.6","5.6"
274,592761,"Smith, Caleb",2022,1234,22.2,0.156,0.063,0.217,0.219,0.214,0.245,0.185,10,64,78.2,26.8,2130,83.6,82.44,59,146,128,-1.1999999999999886,5.79,108,152,123,145,301,321,293,"3.4","-3.4"
274,579328,"Kikuchi, Yusei",2023,2818,9.7,0.267,0.25,0.255,0.517,0.341,0.326,0.245,16,60,91.4,3.5,1724,88.7,89.97,22,115,159,1.2999999999999972,6.98,105,151,127,145,302,325,282,"-3.7","3.7"
273,664285,"Valdez, Framber",2022,3018,9,0.239,0.03,0.291,0.269,0.229,0.222,0.206,16,67,85.8,-9.4,1631,88.7,87.95,31,130,143,-0.7000000000000028,5.96,109,153,114,147,295,322,290,"5","-5"
272,501625,"Alvarez, Jose",2021,970,28,0.215,0.031,0.264,0.246,0.219,0.249,0.223,14,65,84.5,15.5,1541,81.2,81.48,39,131,141,0.29999999999999716,6.49,111,153,117,148,299,321,292,"0.5","-0.5"
272,453286,"Scherzer, Max",2022,2167,12.6,0.224,0.141,0.286,0.365,0.286,0.266,0.212,19,85,84.7,16.6,1399,84.1,84.19,33,142,130,0.10000000000000853,6.38,115,159,121,149,298,328,300,"-3.3","3.3"
270,674003,"Bradford, Cody",2023,974,27.7,0.2,0.083,0.25,0.283,0.237,0.259,0.208,12,60,85.8,13.9,1901,82.1,83.52,40,118,152,1.4000000000000057,7.37,113,151,117,147,304,328,301,"2","-2"
270,612434,"Castro, Miguel",2021,1228,22,0.188,0.087,0.224,0.275,0.256,0.252,0.173,13,69,80.6,2.1,2029,92.1,92.68,47,140,130,0.6000000000000085,6.75,112,156,115,150,297,327,301,"1.3","-1.3"
270,605182,"Clevinger, Mike",2023,2100,12.9,0.175,0.032,0.22,0.206,0.212,0.226,0.187,11,63,80.9,16.2,1530,86.1,87.19,39,134,136,1.1000000000000085,6.86,117,146,109,149,292,322,300,"4.1","-4.1"
269,579328,"Kikuchi, Yusei",2021,2562,10.5,0.176,0.106,0.265,0.282,0.192,0.194,0.175,15,85,88.9,-2.8,1452,86.2,87.35,59,149,120,1.2000000000000028,6.8,107,153,118,147,305,324,287,"2.8","-2.8"
269,608344,"Irvin, Cole",2023,1273,21.1,0.324,0.243,0.317,0.568,0.389,0.436,0.371,24,74,89.9,9.3,1560,84.2,84,22,131,138,-0.20000000000000284,6.37,109,151,121,146,305,324,294,"-3.7","3.7"
269,663947,"Holton, Tyler",2023,1195,22.5,0.195,0.221,0.196,0.416,0.26,0.298,0.254,15,77,86,10.8,1636,82.9,83.74,46,138,131,0.7999999999999972,6.77,111,150,119,145,307,325,286,"2.2","-2.2"
269,543101,"DeSclafani, Anthony",2021,2558,10.5,0.261,0.058,0.274,0.319,0.257,0.345,0.301,18,69,87.7,-1.7,1583,88.2,88.95,18,128,141,0.7999999999999972,6.62,115,159,110,152,295,323,301,"2.5","-2.5"
268,674072,"Henry, Tommy",2023,1391,19.3,0.278,0.167,0.31,0.444,0.322,0.295,0.26,20,72,87.5,3.4,1468,84,84.77,47,142,126,0.7999999999999972,6.76,108,151,119,146,305,318,292,"-3","3"
267,592826,"Velasquez, Vince",2021,1750,15.3,0.306,0.226,0.356,0.532,0.404,0.342,0.25,19,62,88.4,8.7,1564,88.9,89.41,39,132,135,0.5,6.5,112,151,120,146,299,325,299,"-8.2","8.2"
267,608718,"Suter, Brent",2022,1070,25,0.097,0.016,0.171,0.113,0.136,0.175,0.14,6,62,80.1,22.6,1477,77.2,78.15,61,122,145,1,6.88,108,151,119,144,299,317,294,"6.8","-6.8"
266,518774,"Harvey, Matt",2021,2232,11.9,0.203,0.081,0.2,0.284,0.227,0.269,0.246,15,74,87.6,15.3,1697,85.3,84.82,18,139,127,-0.5,6.11,111,153,116,148,295,323,299,"7.4","-7.4"
264,681857,"Olson, Reese",2023,1743,15.1,0.208,0.075,0.27,0.283,0.221,0.294,0.27,11,53,88.9,4.8,2089,87.8,85.81,47,131,133,-2,5.87,113,147,123,148,294,327,295,"2.2","-2.2"
263,502042,"Archer, Chris",2022,1787,14.7,0.183,0.183,0.225,0.367,0.27,0.263,0.187,11,60,86.3,5.1,1705,87,86.9,49,138,125,-0.09999999999999432,6.2,112,161,115,152,296,331,290,"-1.4","1.4"
262,657097,"Webb, Jacob",2021,568,46.1,0.27,0.159,0.348,0.429,0.312,0.245,0.218,17,63,78,7.2,2260,83.6,83.26,65,165,97,-0.29999999999999716,6.12,107,148,120,145,299,320,296,"3","-3"
261,605288,"Houser, Adrian",2021,2352,11.1,0.276,0.207,0.277,0.483,0.383,0.408,0.313,16,58,87.6,5,2066,87.7,88.13,20,107,154,0.3999999999999915,6.51,111,154,117,150,297,320,300,"-5.4","5.4"
261,628452,"Iglesias, Raisel",2021,1059,24.6,0.176,0.135,0.238,0.311,0.23,0.224,0.173,13,74,83,5.8,1941,89.4,88.66,81,166,95,-0.7000000000000028,6.09,116,158,118,152,301,327,300,"4.3","-4.3"
260,657097,"Webb, Jacob",2023,928,28,0.17,0.17,0.222,0.34,0.27,0.256,0.175,9,53,83.3,11.3,2166,85.9,85.89,50,137,123,0,6.47,112,146,118,147,296,326,300,"-3.2","3.2"
260,570632,"Ureña, José",2022,1622,16,0.315,0.074,0.327,0.389,0.35,0.321,0.267,17,54,83.8,4.5,1699,90.2,90.39,28,123,137,0.20000000000000284,6.25,115,150,115,150,303,329,304,"-10","10"
260,642232,"Yarbrough, Ryan",2023,1424,18.3,0.329,0.271,0.3,0.6,0.398,0.418,0.347,23,70,84.9,15.9,1928,78.5,78.75,39,141,119,0.20000000000000284,6.48,106,152,120,147,305,324,288,"-7.2","7.2"
260,519043,"Moore, Matt",2023,842,30.9,0.163,0.075,0.255,0.237,0.184,0.19,0.157,13,80,82.8,15.4,2017,84.2,83.38,48,148,112,-0.7999999999999972,6.34,106,150,116,146,302,325,295,"9.9","-9.9"
259,571670,"Floro, Dylan",2021,1076,24.1,0.229,0.057,0.246,0.286,0.238,0.287,0.249,16,70,86.4,5.8,1850,86.4,86.12,24,127,132,-0.30000000000001137,6.28,111,148,112,149,298,319,291,"2","-2"
259,598287,"Ramirez, Noé",2022,837,30.9,0.246,0.145,0.349,0.391,0.323,0.292,0.207,17,69,87.7,5.5,2023,84.1,83.24,46,145,114,-0.8999999999999915,6.06,111,152,123,148,300,320,297,"-3.9","3.9"
256,548389,"Stripling, Ross",2021,1686,15.2,0.125,0.125,0.146,0.25,0.191,0.268,0.214,9,72,86.3,20.4,1675,83.1,82.91,51,152,104,-0.19999999999998863,6.01,109,156,125,149,295,319,292,"5.7","-5.7"
256,669438,"Englert, Mason",2023,958,26.7,0.3,0.2,0.367,0.5,0.366,0.32,0.251,21,70,90.9,10.2,1990,83.6,83.59,40,138,118,0,6.36,112,147,120,145,296,327,298,"-6.2","6.2"
256,622253,"Tate, Dillon",2022,1077,23.8,0.182,0.236,0.219,0.418,0.299,0.292,0.216,10,55,85.6,3.4,1649,83.9,83.85,52,129,127,0,6.43,109,160,117,150,300,321,296,"1.2","-1.2"
253,614179,"Ruiz, José",2022,1115,22.7,0.229,0.071,0.326,0.3,0.284,0.268,0.19,16,70,89.5,4.2,1795,89.9,89.35,40,128,125,-0.5,5.94,111,153,117,148,297,324,300,"-0.1","0.1"
253,677960,"Weathers, Ryan",2023,1073,23.6,0.304,0.203,0.327,0.507,0.384,0.356,0.293,21,69,88.5,10.1,1664,86.8,86.12,38,136,117,-0.7000000000000028,5.86,109,151,120,148,302,321,292,"-3","3"
252,664285,"Valdez, Framber",2021,2090,12.1,0.258,0.212,0.26,0.47,0.312,0.269,0.243,17,66,88.3,-0.5,1498,87.5,86.78,42,128,124,-0.7000000000000028,5.88,108,155,117,149,294,323,290,"0.8","-0.8"
252,446372,"Kluber, Corey",2022,2454,10.3,0.226,0.032,0.292,0.258,0.213,0.25,0.242,14,62,85.3,6.5,1652,82.9,82.97,50,148,104,0.09999999999999432,6.44,114,167,111,153,296,325,301,"1.7","-1.7"
251,502624,"Anderson, Chase",2021,852,29.5,0.197,0.099,0.241,0.296,0.253,0.249,0.198,14,71,77.9,15.2,2162,81.9,81.1,37,138,113,-0.8000000000000114,5.81,112,150,116,149,297,324,296,"2.9","-2.9"
251,593334,"Germán, Domingo",2022,1081,23.2,0.192,0.123,0.2,0.315,0.242,0.267,0.231,14,73,88.3,16.1,2368,85.9,85.49,28,134,117,-0.4000000000000057,6.17,111,158,120,151,289,327,291,"4","-4"
250,641703,"Honeywell, Brent",2023,943,26.5,0.293,0.259,0.31,0.552,0.365,0.346,0.278,17,58,92.7,2.4,1713,87.3,87.48,27,128,122,0.20000000000000284,6.39,114,149,115,150,292,322,296,"-6.6","6.6"
250,671737,"Bradley, Taj",2023,1821,13.7,0.19,0.143,0.306,0.333,0.22,0.187,0.167,12,63,90.3,9.4,1440,89.3,89.8,50,122,128,0.5,6.51,110,146,113,150,292,325,304,"-1.1","1.1"
250,669203,"Burnes, Corbin",2021,2594,9.6,0.186,0.023,0.296,0.209,0.172,0.193,0.185,8,43,79.6,1.5,1873,90.7,91.07,50,109,141,0.3999999999999915,6.49,113,154,120,147,297,322,299,"-1","1"
249,641540,"Dunning, Dane",2021,1909,13,0.29,0.203,0.333,0.493,0.355,0.324,0.269,20,69,84.1,10.3,1935,84.5,84.71,48,148,101,0.20000000000000284,6.46,114,160,123,147,299,328,300,"-3","3"
248,450203,"Morton, Charlie",2022,2903,8.5,0.262,0,0.324,0.262,0.292,0.35,0.274,11,42,86.5,5,2153,87.2,86.95,42,118,130,-0.20000000000000284,6.24,116,153,123,146,302,325,302,"-0.8","0.8"
247,579328,"Kikuchi, Yusei",2022,1843,13.4,0.116,0.072,0.179,0.188,0.129,0.173,0.167,8,69,85.6,1.5,1565,87,88.07,44,111,136,1.0999999999999943,6.94,106,154,121,146,308,322,291,"4.4","-4.4"
246,572070,"Richards, Garrett",2022,708,34.7,0.2,0.067,0.25,0.267,0.254,0.273,0.229,12,60,86.9,5.3,1690,90,89.2,30,118,128,-0.7999999999999972,5.92,114,156,119,150,296,321,296,"0.9","-0.9"
246,672282,"Detmers, Reid",2022,2181,11.3,0.268,0.141,0.295,0.408,0.312,0.339,0.299,19,71,87.6,9.6,1435,84.2,83.36,33,136,110,-0.7999999999999972,5.64,109,152,116,147,298,322,290,"-3.8","3.8"
246,502202,"Boxberger, Brad",2022,1090,22.6,0.25,0.066,0.29,0.316,0.285,0.32,0.265,19,76,84.4,16.2,1332,81.2,80.5,30,130,116,-0.7000000000000028,5.74,111,149,118,146,297,320,298,"4.3","-4.3"
246,606424,"García, Jarlín",2021,1002,24.6,0.182,0.167,0.2,0.348,0.228,0.253,0.228,12,66,83.6,13.5,2150,85.2,85.39,30,130,116,0.20000000000000284,6.47,110,155,115,149,299,322,293,"3.9","-3.9"
245,571927,"Matz, Steven",2022,849,28.9,0.2,0.107,0.241,0.307,0.236,0.256,0.228,15,75,89.6,14.9,2322,85.1,82.8,36,141,104,-2.299999999999997,6.39,110,155,118,146,297,319,295,"1.7","-1.7"
245,607200,"Fedde, Erick",2021,2410,10.2,0.208,0.125,0.231,0.333,0.265,0.265,0.212,10,48,85.3,-8.4,1546,87.7,88.27,16,90,155,0.5999999999999943,6.6,111,154,124,143,297,324,303,"-5.8","5.8"
245,594835,"Gonzales, Marco",2023,811,30.2,0.222,0.136,0.258,0.358,0.264,0.307,0.253,18,81,85.8,14.8,2164,79.9,79.81,44,149,96,-0.10000000000000853,6.42,104,150,121,144,295,320,292,"2.3","-2.3"
244,650633,"King, Michael",2023,1681,14.5,0.104,0.03,0.156,0.134,0.136,0.217,0.197,7,67,82,11,2129,87.2,87.42,55,134,110,0.20000000000000284,6.44,112,148,116,152,294,330,292,"8.1","-8.1"
243,605135,"Bassitt, Chris",2021,2381,10.2,0.2,0.111,0.211,0.311,0.251,0.329,0.271,9,45,88.4,19.9,1958,85.3,85.41,19,94,149,0.10000000000000853,6.33,113,148,114,154,297,328,304,"4.5","-4.5"
241,669302,"Gilbert, Logan",2022,3015,8,0.125,0,0.161,0.125,0.122,0.248,0.238,5,40,83.5,9.5,1752,86.2,87.62,25,79,162,1.3999999999999915,7.19,115,155,118,149,287,322,303,"2.7","-2.7"
241,519043,"Moore, Matt",2021,1254,19.2,0.222,0.238,0.289,0.46,0.319,0.276,0.192,14,63,87.7,13.7,1840,82.5,82.39,47,128,113,-0.09999999999999432,6.26,107,152,116,147,297,326,289,"-4.6","4.6"
241,667376,"Sánchez, Miguel",2021,470,51.3,0.197,0.049,0.273,0.246,0.225,0.255,0.208,12,61,87.9,-1.4,1613,89.1,89.49,39,134,107,0.4000000000000057,6.31,107,149,119,143,298,322,299,"2.5","-2.5"
240,657746,"Ryan, Joe",2022,2391,10,0.26,0.2,0.268,0.46,0.343,0.327,0.256,13,50,88.9,25.2,2076,84.7,84.58,20,96,144,-0.10000000000000853,6.26,114,165,120,153,299,330,295,"-3.3","3.3"
240,642121,"Sulser, Cole",2022,619,38.8,0.294,0.176,0.464,0.471,0.367,0.259,0.202,15,51,88.3,3.6,1512,83.2,83.81,44,118,122,0.5999999999999943,6.72,106,152,120,149,299,319,294,"-5.5","5.5"
238,593958,"Rodriguez, Eduardo",2022,1469,16.2,0.304,0.261,0.276,0.565,0.384,0.276,0.227,21,69,83.7,7,1873,85.5,85.22,35,132,106,-0.29999999999999716,6.17,106,154,117,145,304,329,289,"-8.6","8.6"
237,676477,"Whitlock, Garrett",2021,1150,20.6,0.185,0.074,0.257,0.259,0.213,0.224,0.201,10,54,85.4,1.3,1910,83.1,84.49,36,116,121,1.4000000000000057,7.23,114,156,122,149,289,326,299,"0.1","-0.1"
237,592791,"Taillon, Jameson",2022,2805,8.4,0.276,0.25,0.254,0.526,0.363,0.376,0.308,21,76,86.6,12.2,1846,87.7,88.15,24,127,110,0.3999999999999915,6.49,114,159,118,154,289,326,294,"-4.6","4.6"
237,664353,"Urquidy, José",2023,1096,21.6,0.172,0.086,0.231,0.259,0.221,0.223,0.176,10,58,83.2,12.8,2100,86.1,85.31,50,142,95,-0.7999999999999972,6.01,112,147,115,148,294,323,295,"6.5","-6.5"
236,678394,"Bello, Brayan",2022,997,23.7,0.158,0,0.243,0.158,0.212,0.239,0.168,9,57,79.7,6.1,1876,88.2,88.44,53,120,116,0.20000000000000284,6.45,107,154,113,150,291,327,294,"6.7","-6.7"
235,628452,"Iglesias, Raisel",2022,979,24,0.169,0.056,0.268,0.225,0.197,0.206,0.169,12,71,83.4,8.5,1885,88.7,88.51,64,151,84,-0.20000000000000284,6.21,116,154,122,153,299,321,298,"3.8","-3.8"
235,570666,"Cessa, Luis",2022,1235,19,0.344,0.082,0.382,0.426,0.361,0.343,0.317,21,61,89,0.7,1679,87.8,87.08,24,121,114,-0.7000000000000028,5.68,115,155,120,149,289,319,297,"-4.1","4.1"
235,621295,"Wittgren, Nick",2021,1018,23.1,0.311,0.18,0.4,0.492,0.35,0.346,0.308,19,61,93.7,-0.8,1749,85.7,86.64,32,116,119,0.8999999999999915,6.76,112,153,118,148,293,319,293,"-8.5","8.5"
235,666142,"Ragans, Cole",2022,706,33.3,0.151,0.019,0.195,0.17,0.16,0.223,0.211,8,53,77.4,22.5,2210,82.2,81.78,47,130,105,-0.4000000000000057,6.2,108,152,118,145,298,320,293,"5.8","-5.8"
234,641401,"Brogdon, Connor",2023,544,43,0.188,0.083,0.265,0.271,0.219,0.2,0.165,9,48,80.5,9.7,2108,83.2,84.12,37,117,117,0.8999999999999915,7.02,113,147,116,149,293,323,293,"2.6","-2.6"
233,543037,"Cole, Gerrit",2023,3281,7.1,0.235,0.275,0.195,0.51,0.311,0.352,0.284,12,51,84.4,16.5,1581,89.1,89.33,32,112,121,0.20000000000000284,6.46,111,146,116,152,295,330,292,"1.5","-1.5"
233,668674,"Erceg, Lucas",2023,1053,22.1,0.19,0.095,0.348,0.286,0.264,0.252,0.198,8,42,85.3,2,1922,90.3,91.08,38,99,134,0.7999999999999972,6.74,112,145,114,151,292,324,298,"1.3","-1.3"
232,605483,"Snell, Blake",2021,2347,9.9,0.429,0.167,0.421,0.595,0.461,0.39,0.352,18,42,85.3,2.8,1731,88.3,89.07,20,82,150,0.7999999999999972,6.82,109,152,119,146,304,325,311,"-8.9","8.9"
231,676477,"Whitlock, Garrett",2022,1166,19.8,0.113,0.113,0.113,0.225,0.164,0.244,0.208,8,71,86.6,17.7,2046,84.6,86.04,36,132,99,1.4000000000000057,7.26,117,162,116,152,292,330,297,"4.5","-4.5"
231,677651,"Garcia, Luis",2022,2468,9.4,0.203,0.136,0.208,0.339,0.225,0.238,0.221,12,59,82,11.5,2032,84.8,84.19,37,126,105,-0.5999999999999943,6.06,117,157,111,152,290,324,296,"1.5","-1.5"
231,666721,"Castillo, Max",2022,697,33.1,0.186,0.136,0.214,0.322,0.267,0.305,0.24,11,59,87.3,2.6,1615,87.5,88.03,31,113,118,0.5,6.66,112,160,120,151,289,325,300,"0.8","-0.8"
231,570632,"Ureña, José",2021,1695,13.6,0.309,0.291,0.302,0.6,0.391,0.402,0.309,17,55,90.1,10.8,1675,89.8,89.86,25,111,120,0.10000000000000853,6.34,113,157,115,150,299,328,300,"-8.3","8.3"
229,658648,"Avila, Pedro",2023,895,25.6,0.148,0.098,0.229,0.246,0.204,0.224,0.174,9,61,88.2,8.1,1645,83.8,84.32,56,129,100,0.5,6.4,110,149,117,149,295,324,295,"3.6","-3.6"
229,642547,"Peralta, Freddy",2021,2356,9.7,0.25,0.15,0.29,0.4,0.285,0.234,0.208,10,40,85.7,4.3,1621,88,88.77,27,88,141,0.7999999999999972,7.15,113,158,120,148,297,323,301,"-1.6","1.6"
229,656288,"Canning, Griffin",2021,1080,21.2,0.276,0.086,0.319,0.362,0.319,0.35,0.302,16,58,86.6,11.6,1869,89.1,88.06,47,135,94,-1,5.69,117,161,120,154,298,325,303,"1.3","-1.3"
