"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
168,663158,"Suarez, Robert",2022,801,21,0.089,0.089,0.143,0.178,0.191,0.257,0.172,4,45,86.9,12.3,1763,89.3,90.03,34,85,83,0.7000000000000028,6.77,114,159,120,152,296,325,305,"0.2","-0.2"
167,606160,"Montero, Rafael",2021,872,19.2,0.262,0.143,0.323,0.405,0.31,0.257,0.225,11,42,89.2,-3.6,2015,89.7,89.88,21,87,80,0.20000000000000284,6.34,115,159,117,150,289,325,302,"-1.4","1.4"
166,660761,"Suarez, José",2023,619,26.8,0.31,0.238,0.393,0.548,0.368,0.293,0.26,13,42,88.4,19.9,1584,82,81.9,35,91,75,-0.09999999999999432,6.17,106,151,117,147,304,326,295,"-3","3"
166,621383,"Banks, Tanner",2023,1007,16.5,0.162,0.162,0.114,0.324,0.223,0.333,0.284,6,37,92.1,5.4,1829,86.3,86.32,12,64,102,0,6.15,106,151,118,147,300,326,297,"4.6","-4.6"
166,456501,"Cueto, Johnny",2023,860,19.3,0.286,0.31,0.296,0.595,0.382,0.307,0.23,12,42,89.2,9.2,1391,84.1,83.46,25,90,76,-0.5999999999999943,5.84,111,147,120,150,298,319,297,"-4.9","4.9"
166,548384,"Raley, Brooks",2022,846,19.6,0.128,0,0.179,0.128,0.167,0.223,0.177,5,39,80.4,-7.8,1901,85.5,83.58,22,74,92,-1.9000000000000057,5.62,100,153,116,147,303,324,294,"2.7","-2.7"
165,622253,"Tate, Dillon",2021,1042,15.8,0.154,0.205,0.182,0.359,0.269,0.251,0.157,6,39,82,8,1624,85.4,85.05,33,84,81,-0.30000000000001137,6.24,111,153,118,147,293,319,296,"3.2","-3.2"
164,641582,"Foster, Matt",2021,729,22.5,0.318,0.386,0.321,0.705,0.43,0.389,0.285,14,44,86.3,21.1,1726,84.3,83.94,24,83,81,-0.3999999999999915,6,114,149,117,148,297,318,294,"-4.4","4.4"
164,669302,"Gilbert, Logan",2021,2125,7.7,0.364,0.318,0.545,0.682,0.46,0.242,0.185,8,22,80.2,4,1555,79.9,81.23,28,54,110,1.2999999999999972,7.19,117,159,114,151,290,321,303,"-5.6","5.6"
164,664199,"Clarke, Taylor",2023,1068,15.4,0.387,0.226,0.476,0.613,0.457,0.361,0.264,12,31,85.1,5.9,1583,89.1,89.12,25,79,85,0,6.29,113,146,117,150,293,328,300,"-4.8","4.8"
164,663903,"Singer, Brady",2023,2612,6.3,0.265,0.088,0.29,0.353,0.265,0.287,0.283,9,34,86.9,2.9,1849,87.7,88.96,5,48,116,1.2999999999999972,6.98,116,147,118,150,288,326,295,"-2","2"
164,605194,"Cotton, Jharel",2021,541,30.3,0.18,0.06,0.257,0.24,0.219,0.188,0.128,9,50,84.4,19.1,2350,80,78.66,26,87,77,-1.2999999999999972,5.2,111,154,129,145,302,325,297,"3.8","-3.8"
162,660365,"Yang, Hyeon-Jong",2021,592,27.4,0.268,0.244,0.308,0.512,0.359,0.369,0.268,11,41,88.3,10.7,1695,81.4,81.88,25,82,80,0.5,6.58,111,153,123,144,301,325,294,"-2.9","2.9"
161,670124,"Oller, Adam",2022,1294,12.4,0.302,0.209,0.324,0.512,0.389,0.308,0.244,13,43,89.8,6.8,1654,86.5,86.29,23,90,71,-0.20000000000000284,6.23,113,152,114,148,295,322,301,"-0.9","0.9"
160,572070,"Richards, Garrett",2021,2331,6.9,0.308,0.051,0.387,0.359,0.3,0.278,0.278,12,39,85.2,9.9,1695,90.6,89.94,23,87,73,-0.6999999999999886,5.89,110,157,119,150,296,330,297,"0.1","-0.1"
160,612434,"Castro, Miguel",2023,1008,15.9,0.227,0.091,0.31,0.318,0.29,0.312,0.247,10,44,82.1,5,1854,91.4,92.69,30,86,74,1.2999999999999972,7.04,113,146,118,149,296,317,296,"-1.1","1.1"
160,608716,"Steckenrider, Drew",2021,1008,15.9,0.149,0.064,0.176,0.213,0.183,0.245,0.199,7,47,89.8,2.4,1676,87.6,87.3,23,80,80,-0.29999999999999716,6.04,117,154,116,149,290,327,304,"5","-5"
159,623211,"Brazoban, Huascar",2022,631,25.2,0.2,0.114,0.333,0.314,0.317,0.293,0.169,7,35,84.1,-1.6,1840,89,88.13,34,74,85,-0.9000000000000057,5.84,107,153,121,149,296,315,292,"1.6","-1.6"
159,592346,"González, Chi Chi",2021,1635,9.7,0.13,0.043,0.143,0.174,0.13,0.245,0.238,6,46,87.5,10.5,1649,84.3,83.39,14,82,77,-0.8999999999999915,5.88,118,153,120,152,296,332,305,"6.4","-6.4"
159,450203,"Morton, Charlie",2021,2987,5.3,0.182,0.182,0.235,0.364,0.243,0.313,0.288,4,22,85.8,5.1,2100,86.4,86.37,26,63,96,0,6.35,111,152,140,139,299,323,299,"-0.7","0.7"
159,502239,"Cahill, Trevor",2021,665,23.9,0.344,0.219,0.357,0.563,0.379,0.317,0.282,11,32,85,2.2,1525,82.3,82.08,15,78,81,-0.20000000000000284,6.1,112,151,118,146,300,322,289,"-0.7","0.7"
158,669923,"Kirby, George",2022,2092,7.6,0.25,0.025,0.294,0.275,0.242,0.273,0.259,10,40,92.2,7.7,1472,86.1,86.89,12,73,85,0.8000000000000114,6.75,114,151,116,149,288,323,301,"-0.4","0.4"
158,643377,"Jax, Griffin",2022,1157,13.7,0.222,0.028,0.308,0.25,0.232,0.268,0.233,8,36,84.1,-6.7,1580,89.8,89.38,26,82,76,-0.3999999999999915,5.96,112,162,115,151,296,329,293,"0.5","-0.5"
158,680739,"Winder, Josh",2022,1114,14.2,0.356,0.089,0.41,0.444,0.348,0.278,0.268,16,45,84.9,-0.7,1516,88.9,88.03,28,89,69,-0.9000000000000057,5.78,116,161,118,152,296,326,295,"-1.2","1.2"
157,621368,"Hearn, Taylor",2022,1787,8.8,0.361,0.139,0.382,0.5,0.38,0.334,0.304,13,36,89.1,9.2,1778,87.6,87.35,14,75,82,-0.29999999999999716,6.44,112,153,119,148,301,324,291,"-2.6","2.6"
157,663556,"McClanahan, Shane",2021,1954,8,0.393,0.321,0.409,0.714,0.48,0.342,0.283,11,28,82.1,-5.7,1725,89.2,89.77,30,67,90,0.5999999999999943,6.77,102,152,118,147,303,323,293,"-3.3","3.3"
157,446372,"Kluber, Corey",2023,990,15.9,0.19,0.071,0.25,0.262,0.205,0.243,0.206,8,42,85.7,8,1722,82.1,81.9,27,90,67,-0.19999999999998863,6.61,113,148,119,151,288,325,292,"2.2","-2.2"
156,600921,"Machado, Andrés",2022,997,15.6,0.158,0.026,0.25,0.184,0.228,0.271,0.198,6,38,93,4.3,1519,88.9,90.12,38,86,70,1.1999999999999886,6.9,116,158,126,148,298,317,301,"1.9","-1.9"
155,518633,"Duffy, Danny",2021,1009,15.4,0.194,0.167,0.222,0.361,0.244,0.309,0.253,7,36,86.2,7.6,2293,85.2,85.93,25,67,88,0.7000000000000028,6.81,105,156,118,143,300,321,294,"1.4","-1.4"
155,445926,"Chavez, Jesse",2022,1202,12.9,0.174,0.109,0.189,0.283,0.226,0.298,0.261,8,46,86.3,4.8,1826,85.5,85.57,18,81,74,0.09999999999999432,6.29,116,155,129,149,298,324,303,"-2.1","2.1"
154,642545,"Barria, Jaime",2022,1123,13.7,0.114,0.091,0.108,0.205,0.133,0.194,0.172,5,44,82.6,5.2,1611,85,84.51,23,83,71,-0.5,6,119,155,117,157,294,322,296,"5","-5"
153,596071,"Peters, Dillon",2022,634,24.1,0.258,0.258,0.316,0.516,0.379,0.337,0.233,8,31,90.9,7.5,1543,84.8,84.75,28,71,82,0,6.17,107,153,120,148,306,324,300,"-4.4","4.4"
153,605359,"Marshall, Evan",2021,435,35.2,0.341,0.341,0.44,0.683,0.434,0.263,0.215,14,41,85.3,7,1658,88.3,87.71,27,90,63,-0.5999999999999943,5.83,114,151,119,148,299,318,295,"-4.4","4.4"
153,668941,"Romero, JoJo",2023,548,27.9,0.282,0.026,0.423,0.308,0.289,0.252,0.23,11,39,82.1,-4.4,1574,85.9,84.9,39,86,67,-1,5.52,108,150,121,145,308,316,292,"3.6","-3.6"
153,592866,"Williams, Trevor",2021,1537,10,0.282,0.256,0.36,0.538,0.368,0.317,0.252,11,39,86.4,3.3,1771,84.3,85,15,60,93,0.7000000000000028,6.97,116,161,122,152,294,323,300,"-7.9","7.9"
152,543101,"DeSclafani, Anthony",2023,1550,9.8,0.344,0.156,0.323,0.5,0.371,0.397,0.346,11,32,85.9,5.3,1577,86.4,87.11,9,60,92,0.6999999999999886,6.59,112,148,104,152,292,324,301,"-4.2","4.2"
152,605507,"Thompson, Zach",2021,1194,12.7,0.176,0.118,0.208,0.294,0.226,0.269,0.23,6,34,88.2,4,1740,85.4,85.31,33,76,76,-0.10000000000000853,6.4,110,152,122,148,301,321,288,"1.6","-1.6"
151,621111,"Buehler, Walker",2021,3152,4.8,0.13,0.022,0.207,0.152,0.123,0.146,0.153,6,46,88.6,-8.1,1522,91.5,91.88,27,81,70,0.4000000000000057,6.32,117,159,125,152,291,317,301,"5.4","-5.4"
151,663158,"Suarez, Robert",2023,449,33.6,0.08,0.12,0.05,0.2,0.153,0.273,0.207,2,25,83.9,10,1816,89.7,90.49,27,72,79,0.7999999999999972,6.76,109,148,117,150,294,325,297,"4.6","-4.6"
150,656061,"Abreu, Albert",2023,1044,14.4,0.25,0.278,0.207,0.528,0.353,0.399,0.291,9,36,87.2,17.8,2006,88.3,88.93,17,63,87,0.6000000000000085,6.77,113,148,115,152,294,328,292,"-4.5","4.5"
150,669674,"Long, Sam",2021,732,20.5,0.222,0.083,0.276,0.306,0.272,0.286,0.241,8,36,82.5,16.1,1895,80.4,79.61,24,81,69,-0.8000000000000114,6.04,110,153,116,148,297,322,297,"3","-3"
150,670174,"Winckowski, Josh",2022,1194,12.6,0.278,0.083,0.313,0.361,0.3,0.339,0.305,10,36,90,-8.3,1687,90.6,90.76,7,63,87,0.20000000000000284,6.41,111,155,116,151,289,325,295,"2","-2"
150,691587,"Pérez, Eury",2023,1534,9.8,0.045,0,0.063,0.045,0.097,0.161,0.105,1,22,80.2,1.9,1766,89.7,90.77,24,52,98,1.0999999999999943,6.94,117,148,113,151,299,317,298,"1","-1"
150,689225,"Brieske, Beau",2023,637,23.5,0.263,0.211,0.276,0.474,0.31,0.284,0.249,10,38,82.7,5.9,2028,88.8,88.55,26,80,70,-0.29999999999999716,6.02,115,147,120,150,291,326,298,"-0.5","0.5"
149,622608,"Senzatela, Antonio",2021,2405,6.2,0.243,0.216,0.242,0.459,0.315,0.327,0.251,9,37,91.2,18.9,2016,86,85.92,18,69,80,-0.09999999999999432,6.11,113,151,120,150,298,332,305,"-0.5","0.5"
149,670955,"Uceta, Edwin",2021,361,41.3,0.222,0,0.348,0.222,0.266,0.299,0.24,8,36,84.9,13.8,2026,87.6,87.47,28,81,68,-0.09999999999999432,6.3,112,156,122,152,296,319,299,"2.7","-2.7"
148,622065,"Young, Alex",2022,445,33.3,0.209,0.07,0.257,0.279,0.264,0.299,0.258,9,43,87.7,-2.1,1485,86.2,86.01,28,84,64,-0.20000000000000284,5.91,106,151,117,146,302,324,298,"1.6","-1.6"
148,621345,"Minter, A.J.",2023,1062,13.9,0.244,0.024,0.4,0.268,0.235,0.172,0.16,10,41,83.6,0.1,1637,86.6,84.89,29,82,66,-1.6999999999999886,6.23,107,152,121,147,313,326,294,"1.3","-1.3"
148,622694,"Hernández, Elieser",2022,1095,13.5,0.276,0.241,0.269,0.517,0.361,0.336,0.271,8,29,84.8,17.1,1922,84.6,84.86,13,61,87,0.30000000000001137,6.64,114,158,123,152,293,315,297,"-1.4","1.4"
148,608032,"Estévez, Carlos",2022,1021,14.5,0.206,0.118,0.24,0.324,0.265,0.32,0.245,7,34,88.8,15.9,1660,88.4,88.58,19,70,78,0.19999999999998863,6.31,116,151,118,150,303,331,305,"1.3","-1.3"
148,548384,"Raley, Brooks",2023,982,15.1,0.105,0.053,0.154,0.158,0.155,0.181,0.14,4,38,86.9,7.8,2065,84.8,83.78,25,60,88,-1,5.77,109,151,118,149,300,325,295,"1.6","-1.6"
148,642216,"Winans, Allan",2023,534,27.7,0.25,0.091,0.333,0.341,0.279,0.298,0.258,11,44,86.3,10.2,1846,82.9,83.3,28,90,58,0.3999999999999915,6.59,119,148,121,150,298,326,310,"5","-5"
148,641482,"Cortes, Nestor",2021,1524,9.7,0.281,0.125,0.333,0.406,0.306,0.36,0.322,9,32,87.3,16.1,1430,83,82.41,13,60,88,-0.5999999999999943,5.86,106,153,119,147,300,325,283,"-3","3"
147,571901,"Loup, Aaron",2023,837,17.6,0.25,0.096,0.286,0.346,0.264,0.268,0.248,13,52,83.4,-1.3,1904,79.7,78.92,30,93,54,-0.7999999999999972,6.04,108,147,113,142,303,326,296,"-0.1","0.1"
147,678606,"Ferrer, Jose A.",2023,559,26.3,0.273,0.091,0.375,0.364,0.286,0.246,0.237,9,33,85,8.4,2004,85.6,84.72,22,69,78,-0.8999999999999915,5.81,115,149,117,147,305,328,300,"-3","3"
147,643361,"Herget, Kevin",2023,418,35.2,0.286,0.333,0.3,0.619,0.39,0.34,0.24,12,42,86.7,22.6,2016,83.3,82.41,22,86,61,-0.8999999999999915,5.75,112,148,125,150,295,322,294,"-0.8","0.8"
146,518617,"Diekman, Jake",2023,996,14.7,0.189,0.108,0.171,0.297,0.232,0.327,0.282,7,37,87.7,9.7,1622,87.9,87.86,16,72,74,0,6.42,103,150,118,147,298,325,296,"1.3","-1.3"
146,642152,"Trivino, Lou",2021,1177,12.4,0.132,0.026,0.208,0.158,0.14,0.166,0.162,5,38,83.2,-6.1,1676,87.3,87.63,26,63,83,0.29999999999999716,6.55,111,148,115,151,297,330,307,"3.8","-3.8"
146,641745,"Keller, Brad",2021,2348,6.2,0.259,0.222,0.263,0.481,0.349,0.394,0.299,7,27,88.4,9.5,1998,90,89.51,14,53,93,-0.5,5.86,107,159,112,147,296,322,304,"-3.3","3.3"
144,656731,"Megill, Tylor",2022,791,18.2,0.311,0.333,0.324,0.644,0.417,0.383,0.301,14,45,90.4,2.4,1546,89.1,89.86,17,70,74,0.8000000000000114,7.24,112,156,116,148,298,329,308,"-5","5"
144,519242,"Sale, Chris",2021,736,19.6,0.432,0.216,0.438,0.649,0.467,0.357,0.33,16,37,81.5,-2.9,2019,86.5,86.5,19,81,63,0,6.38,105,152,114,150,291,332,297,"-4.8","4.8"
143,669270,"Kuhnel, Joel",2022,934,15.3,0.2,0.171,0.238,0.371,0.25,0.271,0.179,7,35,90.9,-3.8,1483,90.2,89.53,18,71,72,-0.7000000000000028,6.88,115,150,121,146,288,317,292,"-0.2","0.2"
143,592222,"Claudio, Alex",2021,587,24.4,0.277,0.277,0.357,0.553,0.385,0.296,0.226,13,47,83.7,13.5,1886,72.7,70.73,24,68,75,-2,6.17,114,155,122,149,304,325,295,"-7.6","7.6"
142,493603,"Ottavino, Adam",2023,1024,13.9,0.122,0.098,0.125,0.22,0.157,0.251,0.25,5,41,91.3,-6.5,1780,87.6,88.69,21,72,70,1.1000000000000085,7.01,118,145,114,148,294,323,298,"6","-6"
142,676395,"Garcia, Robert",2023,522,27.2,0.259,0,0.368,0.259,0.276,0.319,0.298,7,27,80.5,6.1,1703,88.1,88.62,23,64,78,0.5,6.68,113,148,117,145,303,327,295,"1.1","-1.1"
142,453562,"Arrieta, Jake",2021,1746,8.1,0.354,0.146,0.366,0.5,0.371,0.35,0.305,17,48,92.2,10.5,1787,87,86.21,9,71,71,-0.7999999999999972,5.82,114,156,122,149,296,325,301,"-6.8","6.8"
142,608665,"Graveman, Kendall",2022,1035,13.7,0.245,0.041,0.273,0.286,0.266,0.259,0.229,12,49,84.8,0,1764,90.7,91.03,16,80,62,0.29999999999999716,6.36,106,149,106,146,295,324,301,"2.7","-2.7"
142,596071,"Peters, Dillon",2021,443,32.1,0.235,0.206,0.348,0.441,0.332,0.313,0.231,8,34,85.2,-0.9,1474,83.9,83.79,36,89,53,-0.10000000000000853,6.05,110,153,120,148,305,322,295,"-0.1","0.1"
142,676050,"Naughton, Packy",2022,562,25.3,0.275,0.125,0.345,0.4,0.301,0.247,0.217,11,40,87.2,2.8,1428,84.4,83.63,31,87,55,-0.8000000000000114,5.72,110,154,120,148,304,324,297,"-0.1","0.1"
142,592791,"Taillon, Jameson",2021,2372,6,0.25,0.313,0.217,0.563,0.376,0.395,0.286,8,32,89.2,23.8,1868,88,88.51,13,55,87,0.5,6.6,116,162,115,150,294,327,292,"-3.8","3.8"
142,605397,"Musgrove, Joe",2021,2938,4.8,0.25,0.219,0.259,0.469,0.314,0.376,0.338,8,32,89.1,8.7,2069,87.1,86.57,19,70,72,-0.5,5.92,118,156,154,141,295,321,313,"-2.3","2.3"
141,501381,"Pineda, Michael",2022,731,19.3,0.265,0.265,0.231,0.529,0.358,0.37,0.313,9,34,85.6,7.8,1713,85.3,85.15,17,70,71,-0.20000000000000284,6.12,115,162,114,148,294,328,297,"-3.7","3.7"
141,642547,"Peralta, Freddy",2022,1353,10.4,0.15,0.05,0.222,0.2,0.196,0.236,0.175,6,40,83.8,3.4,1694,85.9,86.93,25,66,75,1,7.06,113,154,126,146,296,319,297,"0.9","-0.9"
141,666129,"Garrett, Braxton",2022,1436,9.8,0.262,0.024,0.289,0.286,0.251,0.278,0.263,11,42,87.3,10.4,1637,85.9,85.8,14,61,80,-0.10000000000000853,6.4,104,153,117,149,299,315,283,"-2.3","2.3"
141,594902,"Lively, Ben",2023,1383,10.2,0.265,0.147,0.3,0.412,0.297,0.287,0.265,9,34,89,13.5,1657,84.4,85.76,8,60,81,1.3999999999999915,7.04,116,146,121,151,289,322,299,"-1.6","1.6"
141,663531,"Allen, Logan",2021,874,16.1,0.25,0.208,0.238,0.458,0.313,0.277,0.228,6,24,82.6,4.2,1515,83.3,83.05,11,53,88,-0.20000000000000284,6.01,107,152,119,147,298,317,290,"-2.6","2.6"
140,502624,"Anderson, Chase",2022,493,28.4,0.125,0.083,0.167,0.208,0.257,0.277,0.143,3,24,78.4,11.6,2274,82.9,82.16,20,71,69,-0.7000000000000028,5.89,114,154,125,149,292,319,294,"0.4","-0.4"
140,672282,"Detmers, Reid",2023,2599,5.4,0.242,0.182,0.28,0.424,0.315,0.329,0.276,8,33,92.3,3.3,1493,84.9,84.13,17,69,71,-0.8000000000000114,5.79,110,152,119,146,303,326,295,"-1.9","1.9"
140,671111,"Peralta, Sammy",2023,379,36.9,0.308,0.077,0.364,0.385,0.352,0.363,0.306,8,26,88.4,7.1,1887,81.7,82.58,14,58,82,0.8999999999999915,6.95,107,150,114,145,298,325,294,"-3.4","3.4"
140,641394,"Brentz, Jake",2021,1106,12.7,0.167,0.139,0.238,0.306,0.237,0.262,0.2,6,36,85.8,-2.2,1683,91,91.38,25,59,81,0.4000000000000057,6.46,108,155,120,143,304,323,295,"1.3","-1.3"
140,461325,"Clippard, Tyler",2021,410,34.1,0.343,0.229,0.367,0.571,0.423,0.407,0.325,12,35,85.9,27.9,2090,78.3,77.81,15,67,73,-0.5,6.16,111,152,116,151,295,326,296,"-1.1","1.1"
140,607625,"Lugo, Seth",2023,2377,5.9,0.303,0.273,0.333,0.576,0.376,0.374,0.334,10,33,89.7,2.5,1543,86.2,86.08,24,71,69,-0.10000000000000853,6.08,117,148,113,153,289,323,297,"-2.9","2.9"
140,672851,"Adon, Joan",2023,924,15.2,0.148,0.074,0.235,0.222,0.195,0.199,0.166,4,27,82.4,0.3,2022,88.1,88.1,21,62,78,0,6.31,119,147,117,149,303,327,303,"2.1","-2.1"
139,680739,"Winder, Josh",2023,559,24.9,0.278,0.167,0.37,0.444,0.335,0.301,0.242,10,36,91.9,9.1,1305,89,89.3,19,76,63,0.29999999999999716,6.29,114,147,119,149,298,327,294,"-1.4","1.4"
139,656657,"Logue, Zach",2022,1022,13.6,0.225,0.125,0.222,0.35,0.252,0.285,0.25,9,40,89.1,2.5,1873,82,80.85,17,72,67,-1.2000000000000028,5.57,107,151,119,148,303,320,290,"-0.2","0.2"
139,671345,"Foley, Jason",2023,1047,13.3,0.308,0.115,0.4,0.423,0.327,0.265,0.245,8,26,86.9,7.1,1626,91.5,92.46,16,55,84,1,6.8,114,145,123,148,290,327,305,"-3.5","3.5"
138,656412,"Faedo, Alex",2023,1034,13.3,0.222,0.194,0.25,0.417,0.283,0.28,0.241,8,36,87.2,4.4,1901,85.9,85.47,11,65,73,-0.4000000000000057,5.97,115,147,124,148,293,327,300,"-1.2","1.2"
138,573009,"Mantiply, Joe",2023,571,24.2,0.178,0.067,0.25,0.244,0.191,0.244,0.213,8,45,86.7,2.2,1698,81.9,82.03,26,80,58,0.09999999999999432,6.51,107,151,121,146,301,315,292,"4.6","-4.6"
138,640470,"Alzolay, Adbert",2021,1955,7.1,0.135,0.108,0.148,0.243,0.159,0.254,0.211,5,37,81.7,5.9,1705,85.6,85.44,22,70,68,-0.19999999999998863,6.17,114,159,120,156,294,322,302,"3.8","-3.8"
138,596001,"Junis, Jakob",2023,1389,9.9,0.273,0.152,0.286,0.424,0.297,0.338,0.289,9,33,89.5,10.8,1361,87.1,86.83,16,60,78,-0.29999999999999716,6.01,112,147,114,148,299,328,300,"-1.5","1.5"
137,606303,"Payamps, Joel",2023,1120,12.2,0.345,0.103,0.357,0.448,0.33,0.339,0.322,10,29,89.5,7,2076,89.1,88.48,13,66,71,-0.5999999999999943,6.02,113,147,113,149,298,325,300,"0.2","-0.2"
137,660896,"Alcala, Jorge",2021,869,15.8,0.233,0.233,0.278,0.467,0.283,0.241,0.212,7,30,81.6,2.1,2303,90,89.05,22,64,73,-0.9000000000000057,5.77,107,161,117,151,299,330,296,"0.6","-0.6"
137,672582,"Zerpa, Angel",2023,707,19.4,0.379,0.172,0.478,0.552,0.425,0.333,0.297,11,29,89.3,4,1524,86.9,85.93,20,64,73,-1,5.58,106,151,121,147,301,325,287,"-1.4","1.4"
135,592716,"Sampson, Adrian",2021,554,24.4,0.182,0.152,0.227,0.333,0.268,0.28,0.188,6,33,84.7,2.7,1713,85.4,85.56,27,71,64,0.19999999999998863,6.41,105,153,123,151,299,323,299,"1.7","-1.7"
133,605242,"Fulmer, Michael",2021,1183,11.2,0.296,0.074,0.333,0.37,0.302,0.297,0.287,8,27,87.2,7.2,1680,88.1,88.42,23,64,69,0.30000000000001137,6.41,112,156,118,151,295,330,305,"-0.6","0.6"
133,650911,"Sánchez, Cristopher",2022,662,20.1,0.184,0.105,0.261,0.289,0.239,0.258,0.19,7,38,84.8,4.7,1914,84.4,85.29,17,57,76,0.8999999999999915,7.03,107,151,118,146,300,324,282,"-0.1","0.1"
133,592454,"Kahnle, Tommy",2022,174,76.4,0.094,0,0.143,0.094,0.116,0.181,0.147,3,32,79.7,-13.7,1322,89.8,90.36,27,75,58,0.6000000000000085,6.59,112,154,117,148,295,317,296,"5.9","-5.9"
133,641927,"Ober, Bailey",2022,854,15.6,0.323,0.129,0.435,0.452,0.364,0.402,0.32,10,31,88.3,19.9,1818,84.3,85.18,23,77,56,0.9000000000000057,6.93,115,167,122,152,297,329,296,"-0.6","0.6"
133,605218,"Edwards Jr., Carl",2023,565,23.5,0.188,0,0.25,0.188,0.197,0.254,0.216,6,32,81.9,-3.7,1743,89.9,90.64,21,65,68,0.6999999999999886,6.8,112,147,116,148,306,330,312,"2.6","-2.6"
133,663804,"Kowar, Jackson",2022,311,42.8,0.306,0.222,0.429,0.528,0.383,0.263,0.207,11,36,80.7,12.2,2512,85.7,85.54,24,67,66,-0.20000000000000284,6.23,111,160,118,148,301,322,297,"-4.7","4.7"
132,642701,"Santana, Dennis",2022,991,13.3,0.128,0.077,0.139,0.205,0.161,0.256,0.211,5,39,83.3,10.6,2069,89.9,89.35,16,69,63,-0.6000000000000085,6.05,113,153,124,148,296,321,298,"6.1","-6.1"
132,570488,"Valdez, Phillips",2022,287,46,0.258,0.032,0.333,0.29,0.267,0.218,0.187,8,31,87.2,2.7,2038,86.9,87.67,16,63,69,0.7999999999999972,6.93,110,153,118,149,291,328,298,"-1.3","1.3"
132,621121,"McCullers Jr., Lance",2022,759,17.4,0.214,0.036,0.316,0.25,0.235,0.242,0.225,6,28,87.4,-1.8,1717,87,85.85,17,55,77,-1.2000000000000028,5.69,112,153,113,149,288,324,295,"2","-2"
132,621389,"Blach, Ty",2022,674,19.6,0.436,0.128,0.459,0.564,0.418,0.357,0.342,17,39,84.9,23.5,1898,80.7,79.18,14,72,60,-1.5,5.16,109,153,125,145,306,328,299,"-4.2","4.2"
131,621107,"Eflin, Zach",2023,2577,5.1,0.192,0.115,0.19,0.308,0.213,0.214,0.188,5,26,79.6,-2.5,1615,86.4,87.04,15,53,78,0.5999999999999943,6.77,117,146,114,153,290,326,304,"-0.6","0.6"
131,667463,"King, John",2021,696,18.8,0.07,0.07,0.071,0.14,0.115,0.246,0.201,3,43,78.8,11,1549,78.4,77.86,26,86,45,-0.5,5.9,109,152,124,145,300,329,293,"6.5","-6.5"
131,641745,"Keller, Brad",2022,2275,5.8,0.156,0.219,0.111,0.375,0.245,0.294,0.218,5,32,87.3,6.6,1618,90.3,89.79,10,58,73,-0.5,5.94,110,154,115,148,296,323,305,"-2.2","2.2"
130,665665,"Sanmartin, Reiver",2023,310,41.9,0.346,0,0.45,0.346,0.346,0.286,0.252,9,26,83.8,-7.4,2051,84.5,84.58,22,67,63,0.09999999999999432,6.48,110,145,120,144,295,319,288,"-1.6","1.6"
130,606303,"Payamps, Joel",2022,952,13.7,0.148,0.037,0.174,0.185,0.182,0.21,0.178,4,27,89,-3.3,1993,88.9,88.04,10,51,79,-0.9000000000000057,5.8,113,153,116,151,298,322,305,"0.6","-0.6"
130,650530,"Garcia, Bryan",2021,731,17.8,0.421,0.474,0.375,0.895,0.561,0.504,0.381,8,19,86.1,9.7,1844,85.8,85.12,15,55,75,-0.7000000000000028,6.03,112,151,117,147,296,327,301,"-3.4","3.4"
130,571670,"Floro, Dylan",2022,863,15.1,0.275,0.15,0.286,0.425,0.32,0.383,0.328,11,40,89.3,2.8,1819,85.2,84.86,12,64,66,-0.29999999999999716,6.31,110,151,117,150,296,316,295,"0.3","-0.3"
129,650893,"Cabrera, Génesis",2022,736,17.5,0.226,0.258,0.227,0.484,0.304,0.314,0.265,7,31,80.6,5.1,1768,90.2,89.86,26,65,64,-0.29999999999999716,6.05,111,152,117,147,299,320,293,"-2.7","2.7"
129,641672,"Hatch, Thomas",2023,472,27.3,0.351,0.162,0.462,0.514,0.386,0.287,0.253,13,37,89.5,8.6,1966,85.5,86.23,26,75,54,0.7000000000000028,6.43,109,147,114,147,299,321,292,"-4.5","4.5"
129,600917,"Leclerc, José",2023,977,13.2,0.24,0.16,0.25,0.4,0.319,0.289,0.198,6,25,81.9,21.4,2069,88.3,87.29,23,69,60,-1,5.63,118,145,119,151,303,330,301,"-0.5","0.5"
129,605151,"Bradley, Archie",2021,921,14,0.345,0.103,0.4,0.448,0.383,0.317,0.279,10,29,88.7,-0.8,1363,85.5,86.36,11,54,75,0.9000000000000057,6.83,113,153,114,149,295,326,297,"0.2","-0.2"
127,664294,"Moreta, Dauri",2022,613,20.7,0.212,0.333,0.167,0.545,0.317,0.281,0.235,7,33,87.6,28.5,1810,87.8,88.07,14,57,70,0.29999999999999716,6.39,116,153,124,148,287,319,294,"-0.3","0.3"
