Name,Team,Stf+ FA,botOvr FA,Stf+ CH,botOvr CH,NameASCII,PlayerId,MLBAMID
"Cole Irvin","OAK",69.5920814479638,53.87242395927602,79.8304347826087,60.06172644268775,"Cole Irvin",19244,608344
"Kris Bubic","KCR",68.14327272727273,39.87724770909091,83.79757281553398,59.47189398058253,"Kris Bubic",21455,663460
"Kyle Hendricks","CHC",65.8725321888412,46.362903047210295,65.92697841726618,66.33083956834533,"Kyle Hendricks",12049,543294
"Bruce Zimmermann","BAL",52.98661616161616,42.08144954545455,94.03080357142858,61.86127379464285,"Bruce Zimmermann",20370,669145
"Jake Arrieta","CHC",,,112.57205882352943,46.65270102941177,"Jake Arrieta",4153,453562
"Zach Davies","CHC",,,92.80132625994696,61.597098116710875,"Zach Davies",13183,605200
"Steven Matz","TOR",,,97.09039145907474,64.60795555160142,"Steven Matz",13361,571927
"Alex Wood","SFG",,,73.82116182572615,49.134550041493775,"Alex Wood",13781,622072
"Lance McCullers Jr.","HOU",,,78.36666666666667,42.76727248677249,"Lance McCullers Jr.",14120,621121
"Sean Manaea","OAK",,,87.20735294117648,53.33761914705882,"Sean Manaea",15873,640455
