Season,Name,Team,Stf+ FA,botOvr FA,Stf+ CH,botOvr CH,NameASCII,PlayerId,MLBAMID
2022,"Triston McKenzie","CLE",107.23671875000001,58.71455966145834,,,"Triston McKenzie",18000,663474
2022,"Tony Gonsolin","LAD",79.55736040609136,46.36743046954316,,,"Tony Gonsolin",19388,664062
2022,"Aaron Civale","CLE",68.12661870503598,29.126701079136687,,,"Aaron Civale",19479,650644
2022,"Shohei Ohtani","LAA",116.4813793103448,56.63094564137931,,,"Shohei Ohtani",19755,660271
2022,"Drew Rasmussen","TBR",113.03635220125786,59.67247944654088,,,"Drew Rasmussen",25385,656876
2023,"Alex Cobb","SFG",61.214285714285715,20,,,"Alex Cobb",6562,502171
2023,"Nathan Eovaldi","TEX",91.77701564380264,44.0591202166065,,,"Nathan Eovaldi",9132,543135
2023,"Drew Smyly","CHC",,,,,"Drew Smyly",11760,592767
2023,"Taijuan Walker","PHI",78.87099391480731,40.517528336714,,,"Taijuan Walker",11836,592836
2023,"Colin Rea","MIL",82.01589041095892,48.73554175342466,,,"Colin Rea",12317,607067
2023,"Marcus Stroman","CHC",58.38208092485548,43.00931040462429,,,"Marcus Stroman",13431,573186
2023,"Kevin Gausman","TOR",109.55935897435896,62.05548973076922,,,"Kevin Gausman",14107,592332
2023,"Nick Pivetta","BOS",120.799864498645,59.52953189701896,,,"Nick Pivetta",15454,601713
2023,"Kenta Maeda","MIN",75.90154525386312,45.145903620309056,,,"Kenta Maeda",18498,628317
2023,"Tony Gonsolin","LAD",79.71202435312024,45.21890815829528,,,"Tony Gonsolin",19388,664062
2023,"Aaron Civale","- - -",75.90526315789474,36.74243408906882,,,"Aaron Civale",19479,650644
2023,"Shohei Ohtani","LAA",113.72748538011697,55.71616752923978,,,"Shohei Ohtani",19755,660271
2023,"Tanner Houck","BOS",94.60233918128654,40.77904830409356,,,"Tanner Houck",19879,656557
2023,"Kutter Crawford","BOS",106.99781976744185,58.66586911337209,,,"Kutter Crawford",20531,676710
2023,"Joe Ryan","MIN",102.0670380078637,62.5098931716907,,,"Joe Ryan",21390,657746
2023,"Logan Gilbert","SEA",87.76102941176472,56.41140228758169,,,"Logan Gilbert",22250,669302
2023,"Hunter Brown","HOU",100.67697314890155,53.06389246541904,,,"Hunter Brown",25880,686613
2023,"Graham Ashcraft","CIN",,,,,"Graham Ashcraft",27552,668933
2023,"Kodai Senga","NYM",109.32280193236714,47.10180451207728,,,"Kodai Senga",31838,673540
