"last_name, first_name","player_id","year","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z",""
"Detmers, Reid","672282","2021","92.9","2078","7.7","-14.8","85.6","2143","-2.5","-39.3","83.4","1368","11.1","-29.9","73.5","2416","-12.6","-65.2",
"Perez, Cionel","672335","2021","96","2107","4.4","-14.3","82.4","2611","-12.7","-46.9","88.7","1817","13.1","-22.5",,,,,
"Hernandez, Carlos","672578","2021","97.2","2372","-7.4","-11.8","85.3","2043","3.7","-36.4",,,,,"81.8","2399","5.9","-50.4",
"Patino, Luis","672715","2021","95.7","2415","-4.2","-11.4","86","2523","8.2","-30.4","87.6","1967","-14.3","-22.6","77.8","2572","9","-50.4",
"Guenther, Sean","674944","2021","93","2233","5.9","-15.7","82.5","2421","-10.6","-43.6","87","1719","17.4","-28.6",,,,,
"Lowther, Zac","675912","2021","90.7","2206","12.1","-17.6","81.1","2630","-12.7","-45.2","83.3","1897","13.9","-27.7","75.3","2591","-13.5","-63.6",
"Karinchak, James","675916","2021","95.9","2309","-5.1","-12",,,,,,,,,"83.2","2295","-1","-47.9",
"Howard, Spencer","675921","2021","94.2","2155","-7.4","-13.6","83.5","2294","4.2","-40","79.4","1391","-12.1","-33.4","74.6","1914","5.6","-66.5",
"Naughton, Packy","676050","2021","90.5","2035","8.1","-18.6","82.9","2234","-3.7","-35.4","81.7","1327","13.2","-34.2","74.5","2173","-2.9","-55.1",
"Heuer, Codi","676051","2021","95.9","2366","-14.4","-16.5","87.3","2079","2.7","-30.2","87.2","2267","-15.9","-27.2",,,,,
"Junk, Janson","676083","2021","92.5","2357","-1.2","-15.7",,,,,"83.7","1049","-4.2","-27.4","79.3","2416","9.1","-57.9",
"Elledge, Seth","676220","2021",,,,,"82.9","2376","4.6","-46.6","84.5","1630","-15","-29.2",,,,,
"Abbott, Cory","676265","2021","92.6","2320","-9.6","-14.9","87.7","2201","-6.7","-31.9","86.7","2125","-14","-24.4","84.1","2439","5.7","-48.9",
"Bettinger, Alec","676424","2021","91.5","2106","-3.1","-14.2","84.1","2230","7.6","-37.6","82","1553","-11.4","-32.6","74.8","2343","10.4","-60.7",
"Whitlock, Garrett","676477","2021","96.3","2125","-11","-14.6","83.7","1948","4.4","-38.4","83.1","1910","-16.9","-36.3",,,,,
"Fleming, Josh","676596","2021","91","1842","12.3","-18.1",,,,,"81.8","1603","13.5","-40.8","78.6","1794","-8.2","-46.5",
"Zuber, Tyler","676604","2021","94.6","2231","-9","-14.5","84.4","2666","8.6","-37.5","85.5","1248","-11.7","-36.4","79.5","2741","12.8","-53.4",
"Margevicius, Nick","676606","2021","89.5","2172","5.3","-15.1","83.4","1986","-2.5","-31.7","81.4","1548","11.6","-33.8","71.9","2084","-8.3","-64.4",
"Vest, Will","676684","2021","93.5","1989","-11.3","-16.9","85.2","2378","7.3","-40.6","84.5","1539","-15.2","-34.2",,,,,
"Tice, Ty","676709","2021","94.2","2206","-7.2","-16.2","87.4","2356","4.8","-29","90.5","2051","-6.1","-17.7","79.9","2694","12.6","-50",
"Whitley, Kodi","676831","2021","93.7","2248","-5.9","-11.7","84.4","2027","0.7","-31.2","84.7","1841","-9.1","-21.1",,,,,
"Peacock, Matt","676840","2021","92.9","2054","-10.9","-30.8","87.3","2638","-0.6","-34.5","86.6","1741","-16.9","-33.1",,,,,
"Ashby, Aaron","676879","2021","97","2069","8.2","-17.9","83.7","2557","-9.8","-42.5","88.9","1886","13.8","-32.3","78.8","2504","-6.8","-59.2",
"Beasley, Jeremy","676886","2021","95.1","2500","-6.4","-13","82.8","2540","10.7","-35.4",,,,,"78.3","2281","11.5","-55.1",
"de Geus, Brett","676969","2021","91.3","2040","-9.1","-27.4",,,,,,,,,"82.3","2349","9.3","-52.3",
"Crochet, Garrett","676979","2021","96.7","2331","4.6","-11.5","85.2","2250","-11.9","-37","91.8","2157","13.4","-19",,,,,
"Garcia, Luis","677651","2021","93.3","2354","-5","-13","79.9","2374","15.8","-45.8","83.4","1909","-16.1","-29.6","75.9","2264","5.9","-59.2",
"Bruihl, Justin","677865","2021",,,,,"78.9","2379","-13.1","-46.5",,,,,,,,,
"Weathers, Ryan","677960","2021","93.9","2065","12.2","-17","86.6","2212","-2.2","-30.9","86.6","1659","10.9","-25.1",,,,,
"Dobnak, Randy","677976","2021","93.5","2075","-15.6","-23.1","84.2","2428","1.9","-39.4","84.5","1699","-16.9","-33.5",,,,,
"Gray, Josiah","680686","2021","94.6","2254","-9.5","-12.8","85.7","2087","1.3","-31.8","89.2","2218","-14.2","-22.2","83.8","2428","1.5","-42",
"Sandlin, Nick","680704","2021","94.4","2341","-12.9","-19.2","79.3","2684","12.5","-36.7",,,,,,,,,
"Wantz, Andrew","681806","2021","93.2","2283","-4.4","-14.6","83.3","2386","5.9","-41.5","86.9","1539","-11.6","-31",,,,,
"Warren, Austin","681810","2021","93.8","2287","-9.9","-15.1","87.1","2573","4.1","-33.3","87.7","1827","-15.9","-29.7",,,,,
"Vesia, Alex","681911","2021","93.8","2365","6.8","-11.5","85","2432","-6.6","-32.5","85.9","1923","14.2","-26.3",,,,,
"Mears, Nick","683232","2021","95.6","2184","-3.8","-10.9",,,,,,,,,"79.1","2296","3.8","-55.4",
"Arihara, Kohei","685503","2021","91.2","2155","-10","-17.2","81.8","2194","5.5","-40.4","81.8","1429","-14.7","-37.4","74.1","2252","10","-61.5",
"Wainwright, Adam","425794","2022","88","2233","-1.4","-20.2","75.3","2682","18.6","-54.2","82.2","1764","-14.3","-32.4","72.9","2775","16.1","-67.3",
"Greinke, Zack","425844","2022","89.2","2286","-2.1","-18.4","81.8","2448","8.4","-34.7","86.5","1644","-12.8","-32.6","72","2433","12.5","-64.4",
"Verlander, Justin","434378","2022","95","2423","-9.5","-11.4","87.4","2464","4","-31","86.2","1756","-15.7","-26.5","79","2644","6.9","-55.3",
"Sanchez, Anibal","434671","2022","89.8","2064","-3.8","-17.2","83","2179","5.1","-35.1","79.9","1470","-13.4","-35.3","75.4","1953","3","-51.1",
"Jansen, Kenley","445276","2022",,,,,"81.2","2459","4.6","-47.4",,,,,,,,,
"Chavez, Jesse","445926","2022","90.5","2042","-11.9","-20.6",,,,,"85.5","1826","-15.8","-35.7","76.9","2512","15","-51",
"Detwiler, Ross","446321","2022","92.4","2243","8.8","-15",,,,,"86.8","1468","12.8","-29.9","77","2141","-6.2","-56",
"Kluber, Corey","446372","2022","88.9","2271","-6.3","-20.2",,,,,"82.9","1652","-13.5","-33.7","80.7","2526","16.5","-41",
"Hill, Rich","448179","2022","88.5","2252","8.2","-16.4",,,,,"82.8","1882","15.6","-33.2","71.9","2636","-17.8","-67.5",
"Morton, Charlie","450203","2022","94.9","2373","-10.6","-17.9",,,,,"87.2","2154","-17.6","-34.5","81.3","3068","15.5","-51.1",
"Kennedy, Ian","453178","2022","93.4","2447","-10.4","-14.1","81","2462","10.4","-41","87.6","1996","-13.4","-24.6","79","2595","7.4","-54.6",
"Bard, Daniel","453268","2022","97.9","2623","-6","-16.5","88.4","2776","7.4","-32.6","90.2","2264","-16","-27.1",,,,,
"Scherzer, Max","453286","2022","94","2387","-11.1","-15","85","2303","3.2","-34.7","84.1","1399","-14.9","-34.9","75","2764","16.6","-58.4",
"Melancon, Mark","453343","2022","91.7","2324","-8.4","-20.5","84.1","2314","2.5","-35.8",,,,,"81.7","2587","4.6","-55.7",
"Martin, Chris","455119","2022","95.2","2181","-7.8","-15.9",,,,,,,,,"83.9","2574","7.4","-49.9",
"Price, David","456034","2022","92.1","1888","10.6","-20.2",,,,,"83.9","1627","14.6","-33.2","78.4","2224","-8.4","-47.8",
"Cueto, Johnny","456501","2022","91.4","2188","-12.2","-17.8","83.5","2235","2.7","-33.7","82.6","1325","-12.2","-36","69.9","2095","3.5","-57",
"Bush, Matt","456713","2022","97.3","2527","-6.7","-10",,,,,,,,,"81","2480","8.4","-51.8",
"Lynn, Lance","458681","2022","92.9","2443","-3.7","-18.3","86","2548","5.1","-35.5","85.8","1872","-11.8","-31.3","82","2497","10.5","-42.2",
"McGee, Jake","459429","2022","94.4","2079","11.7","-15.8","85.2","1842","-1.1","-31.6",,,,,,,,,
"Clippard, Tyler","461325","2022","87.6","2229","-5.7","-16.1","82","2008","3.5","-34.1","77.2","1990","-15.1","-32","74.4","2166","8.3","-58.8",
"Chacin, Jhoulys","468504","2022","92.6","2376","-3.2","-18.2","87","2630","4.1","-31.2","85.4","1469","-5.9","-32.8","79.8","2564","14.7","-43.9",
"Carrasco, Carlos","471911","2022","93.2","2282","-7.6","-17.5","84.8","2456","2.3","-35.7","87.4","1311","-8.2","-34.6","81.1","2654","7.6","-46.7",
"Garcia, Luis","472610","2022","97.7","2207","-6.7","-19.8","82.7","2482","12.1","-38.3",,,,,,,,,
"Phelps, David","475479","2022","93.2","2360","-8.7","-13.6",,,,,"86.5","2171","-18","-28.3","81.7","2532","3.4","-48.4",
"Luetge, Lucas","476595","2022","87.5","2614","0.4","-26.4","78.3","2686","-15.6","-47.9",,,,,"73.5","2428","-10.3","-66.4",
"Kershaw, Clayton","477132","2022","90.7","2408","-0.5","-14.7","86.6","2577","-5.4","-29.8","83.8","2126","12.5","-23.3","73.2","2395","-4.9","-66.9",
"Hunter, Tommy","488984","2022","93.8","2345","-5.7","-13.1",,,,,"88.3","1682","-4.4","-31.1","84.6","2701","10.3","-40.3",
"Miley, Wade","489119","2022","89.1","2263","3.3","-16.7","78.6","2345","-11.1","-40.2","81.4","1835","16.1","-34.6","73.5","2438","-9.5","-62.5",
"Romo, Sergio","489265","2022","85.1","2272","-12.4","-24.5","77","2789","13.5","-37.9","79.9","2121","-20.8","-38",,,,,
"Stammen, Craig","489334","2022","91","2296","-6.6","-22.5","81.5","2382","10.9","-43.5","86.9","1703","-14.9","-27.4","79.6","2321","8","-53.5",
"Yates, Kirby","489446","2022","93.4","2327","-13.4","-17.3","84.2","2346","3.1","-32.7",,,,,,,,,
"Ottavino, Adam","493603","2022","94.7","2352","-8.2","-16.6","77.7","2028","-13.7","-37","89.1","2080","-16.5","-33.3",,,,,
"Quintana, Jose","500779","2022","91.2","2077","2.4","-17.7",,,,,"86.4","1319","11.7","-30.8","78.3","2263","-7.1","-52.7",
"Pineda, Michael","501381","2022","89.9","1934","-5.5","-19.8","80.7","1933","0.6","-41.2","85.3","1713","-15","-29.1",,,,,
"Alvarez, Jose","501625","2022","91.4","2146","9.9","-17.7","80.3","2161","-6","-40.7","81.5","1659","16.3","-37.5",,,,,
"Smith, Joe","501925","2022","86","2053","-17.3","-32.2","76.9","2223","13.7","-37.3",,,,,,,,,
"Minor, Mike","501985","2022","90.4","2471","3.9","-19.2","85.4","2699","-3.5","-33.7","84.2","2175","16.7","-28.8","79.2","2437","-7.1","-55",
"Archer, Chris","502042","2022","93","2174","-6.4","-13.1","88.7","2464","5.2","-30.5","87","1705","-13","-26.9","81.7","2459","5","-46.6",
"Gibson, Kyle","502043","2022","92","2279","-6.2","-16.4","83.4","2518","4.6","-40.7","84.7","1622","-14.8","-34.6","79.1","2467","7.3","-52.5",
"Robertson, David","502085","2022",,,,,"83.9","2651","8.5","-38.3",,,,,"84.8","2639","7.3","-49.5",
"Cobb, Alex","502171","2022","95.3","2214","-8.6","-14.3","85.1","2531","4","-45.1",,,,,"83.8","2610","5.9","-52",
"Espino, Paolo","502179","2022","88.5","2228","-2.8","-15.9","80.7","2622","9.5","-36.2","83.6","1423","-12.3","-34.1","71.3","3006","13.1","-73.2",
"Boxberger, Brad","502202","2022","92.7","2385","-6","-14.5","87.3","2461","7","-29.2","81.2","1332","-11.2","-35.9",,,,,
"Anderson, Chase","502624","2022","92","2163","-6.8","-14.6","85","2302","3.9","-29","82.9","2274","-16.6","-26","77.8","2201","6.1","-61.8",
"O'Day, Darren","503285","2022","86","2387","-11.1","-27.1","78.2","2315","7.6","-41.7",,,,,,,,,
"Peralta, Wily","503449","2022","95.4","1944","-7.1","-13.7","83.6","2257","1.8","-38.6",,,,,,,,,
"Darvish, Yu","506433","2022","95","2416","-7.2","-13.5","86","2778","5.7","-37.1",,,,,"76.2","2706","10.6","-60.9",
"Colome, Alex","517008","2022","94.5","2125","-2.4","-14.4",,,,,,,,,,,,,
"Alexander, Scott","518397","2022",,,,,"83.9","2381","-6.4","-38.2","86.7","1576","14.6","-32.7",,,,,
"Brasier, Ryan","518489","2022","95.9","2270","-7.1","-13.2","85.5","2469","6.4","-38","88.1","1340","-13.2","-25.5",,,,,
"Bumgarner, Madison","518516","2022","91.2","2209","7.8","-17.7","83.3","2205","-5.8","-39.7","85.5","1480","13","-29.6","78.6","2304","-9.2","-47.1",
"Cishek, Steve","518553","2022","89.3","2380","-12","-23.1","76.5","2275","16.2","-52.2","83.1","2013","-19.1","-38.3",,,,,
"Cruz, Fernando","518585","2022","94.3","2273","-7","-13.8",,,,,,,,,,,,,
"Diekman, Jake","518617","2022","95.6","2284","15.9","-17.6",,,,,"86.4","1545","14.7","-32.5",,,,,
"Grimm, Justin","518748","2022","92.6","2113","-5.7","-13.4","81.7","2367","16.5","-44.9",,,,,"82","2238","11","-51.7",
"Kelly, Merrill","518876","2022","92.6","2360","-7.9","-16.7","85","2416","1.8","-34.5","88.6","2158","-16.6","-32.3","82.2","2549","9.1","-50.9",
"Kimbrel, Craig","518886","2022","95.8","2264","-10.4","-15.4",,,,,,,,,"85.7","2542","10.2","-44",
"McFarland, T.J.","519008","2022",,,,,"79.5","2257","-4.7","-46.4","81.8","1623","14.9","-40.5",,,,,
"Moore, Matt","519043","2022","93.9","2385","9.1","-13.2",,,,,"85","2020","17","-29.4","83.6","2434","-4.1","-50.2",
"Pressly, Ryan","519151","2022","94.5","2512","-3.2","-12.7","89.7","2729","5.1","-31","89.1","1974","-14.7","-30.7","81","3272","14.8","-56.2",
"Sale, Chris","519242","2022","94.9","2317","14.1","-18.3","79.2","2348","-14.6","-48.4","88.2","1959","18.6","-33.7",,,,,
"Smith, Will","519293","2022","92.1","2178","8.5","-15.3","81.7","2259","-4.8","-38.5","86.9","2023","13.7","-23.8","76.9","1883","-8.9","-54.6",
"Strickland, Hunter","519326","2022","95","2351","-5.1","-16.9","84.8","2814","8.5","-39.4","89.6","1768","-13.4","-25.8",,,,,
"Hendriks, Liam","521230","2022","97.6","2398","-6","-10.1","89","2201","2.5","-30.7",,,,,"85.8","2189","3.2","-47.6",
"Kelly, Joe","523260","2022","97.7","2235","-12","-15","88.8","2908","13.3","-38.5","87.1","2045","-17.1","-30.1","87.8","2868","6.3","-45",
"Perez, Martin","527048","2022","92.7","2055","10.9","-17.4","84.5","2398","-3.5","-32.7","84.4","1661","14.2","-29.6","78.8","2515","-6.3","-49",
"Vizcaino, Arodys","527055","2022","97.3","2247","-13.4","-15","84.3","2313","1.4","-39.7","88.1","1071","-11.8","-25.3",,,,,
"Castellanos, Humberto","528748","2022","89.4","2139","-6.5","-22.6","86.3","2073","1.5","-29.2","84","1410","-15.2","-35.8","76.5","2406","11.7","-54",
"Ramirez, Erasmo","541640","2022","93.7","2192","-8.3","-16.4",,,,,"85.4","1657","-12.9","-30.8","80.6","2562","7.2","-46.7",
"Cisnero, Jose","542585","2022","95.5","2456","-11.2","-14.5","83.6","2631","7.4","-42.9","89.6","1761","-15.3","-26.9",,,,,
"Anderson, Tyler","542881","2022","90.7","2231","7.5","-15.3",,,,,"79","1848","13.3","-34.8","73.2","2141","-2","-59.2",
"Armstrong, Shawn","542888","2022","95.3","2302","-5.2","-14.2","86.1","2518","10.1","-38.9",,,,,,,,,
"Bass, Anthony","542914","2022","95","2022","-6.4","-13.5","86.6","2219","4.7","-37.9",,,,,,,,,
"Bleier, Richard","542947","2022","90.7","2103","7.1","-21.2","77.7","2017","-8.8","-48.3","82.9","1533","15.9","-35.1",,,,,
"Cole, Gerrit","543037","2022","97.8","2428","-10.4","-10.5","88.7","2569","5","-34.2","89.7","1616","-14","-24.7","83","2779","10.2","-53",
"Coulombe, Danny","543056","2022","91.3","2385","3.3","-16","82.8","2535","-4.4","-35.3","76.1","1721","14.9","-35.1","79.3","2688","-5.9","-63.9",
"DeSclafani, Anthony","543101","2022","92.6","2266","-10.4","-14.5","87.4","2204","4","-27.4","86","1641","-15.5","-30.9","80.9","2031","9.1","-50.1",
"Eovaldi, Nathan","543135","2022","95.7","2128","-12.3","-15.5","85.9","2171","6.6","-33.8",,,,,"78.3","2061","9.7","-54.2",
"Gose, Anthony","543238","2022","97","2246","6.7","-11.9","86.1","2288","-3.7","-39.1","88","1859","5.2","-23.4",,,,,
"Gray, Sonny","543243","2022","92.1","2541","-1.5","-16.8","83.2","2771","8","-45.1","87.1","1882","-14","-28.2","78.8","2833","14.4","-58.8",
"Hand, Brad","543272","2022","92.6","2353","10","-16.9",,,,,,,,,,,,,
"Hendricks, Kyle","543294","2022","86.9","2020","-6","-20.4",,,,,"79.9","2040","-12.4","-32.2","72.7","2983","13.7","-67.5",
"Hudson, Daniel","543339","2022","97","2408","-11.1","-13.7","88.8","2469","1.5","-28.8","88.4","2379","-17.1","-25.4",,,,,
"Lyles, Jordan","543475","2022","91.8","2204","-5.9","-15.5",,,,,"86.3","1464","-13.7","-29.1","79.1","2433","7.6","-58.7",
"May, Trevor","543507","2022","96.1","2293","-7.9","-12.7","84.8","2425","5.2","-40","87.3","1696","-13.4","-24.4",,,,,
"McHugh, Collin","543521","2022","91","2333","-10.8","-17.7",,,,,,,,,"74.5","2799","13.1","-61.6",
"Milone, Tommy","543548","2022","86.6","2205","6.5","-18.7","78.8","2326","-3.4","-41.2","79.1","1688","14.9","-34.7","76","2450","-4.1","-50.3",
"Odorizzi, Jake","543606","2022","92.1","2144","-9.8","-15","82.6","2067","6.5","-36.7",,,,,"71.9","2209","10.1","-61.6",
"Shaw, Bryan","543766","2022",,,,,"84.3","2596","9.9","-39","81.8","1652","-8.7","-33.8","82.7","2230","6.8","-52.8",
"Weber, Ryan","543901","2022",,,,,"78.8","2342","18.6","-48.4","79.8","2062","-18.5","-42.4","73.7","2399","18.1","-62.1",
"Banuelos, Manny","544365","2022","93.7","2049","11.5","-17.8","85.8","2415","-5.2","-34","83.1","1703","15.7","-34.5","81.7","2465","-10.3","-39.5",
"Familia, Jeurys","544727","2022","95.4","2297","-10.2","-16.5","88.6","2183","-0.5","-28.2",,,,,,,,,
"Head, Louis","545343","2022","93.6","2173","-5.5","-15.7","82.5","2624","13","-43.2","88.6","1472","-12.8","-34.8",,,,,
"Poteet, Cody","547001","2022","94.9","2343","-6.6","-14","85.7","2811","6.9","-39.4","87.7","1984","-15.2","-32.1","78","2796","14.2","-53.1",
"Lorenzen, Michael","547179","2022","94.7","2441","-11.8","-15.7","84.7","2511","4.3","-36.9","85.7","2053","-16.3","-27.8","81.3","2653","5.5","-56.4",
"Ryu, Hyun Jin","547943","2022","89.3","1959","12.6","-21.3",,,,,"79.6","1510","14.1","-36.5","71.9","2530","-12.8","-67.8",
"Chapman, Aroldis","547973","2022","97.5","2362","4.5","-11","85.7","2282","-10.7","-33.1",,,,,,,,,
"Raley, Brooks","548384","2022","90.3","2356","8.5","-22.5",,,,,"85.5","1901","16.9","-36.4",,,,,
"Stripling, Ross","548389","2022","91.9","2124","-5.2","-13.7","87.1","2301","4.5","-29.6","82.6","1680","-10.9","-29.7","76.1","2377","7.2","-59",
"Kittredge, Andrew","552640","2022","93.7","2623","0.8","-14.2","89.1","2658","6.9","-31.9",,,,,,,,,
"Garcia, Yimi","554340","2022","94.9","2456","-9.5","-16.7","89.5","2454","2.6","-26.6","87.2","1877","-18.3","-32.4","82.5","2694","11.4","-42.7",
"Wheeler, Zack","554430","2022","95.9","2392","-9.2","-13.6",,,,,"89.5","1557","-14.5","-24.8","81.3","2654","9.2","-51.7",
"Matzek, Tyler","554431","2022","94.1","2444","3.8","-13.4","83.2","2808","-6.4","-46.9",,,,,"77.7","2641","-10.5","-57.7",
"Rodriguez, Joely","570257","2022","92.7","2031","11.5","-19.8","83.8","2266","-5.3","-40.1","87.8","1069","11.3","-35.1",,,,,
"Valdez, Phillips","570488","2022",,,,,"84","2323","4.3","-36.9","86.9","2038","-19.1","-33.2",,,,,
"Urena, Jose","570632","2022","95.9","2151","-10.3","-17.4","86.8","2323","1.4","-30.4","90.2","1699","-11.8","-24.7",,,,,
"Robles, Hansel","570663","2022","96","2306","-14.6","-13.8","88.7","2287","1.6","-29.7","90.2","1607","-14","-22.8",,,,,
"Cessa, Luis","570666","2022","93.3","2296","-7.5","-16.9","82.9","2528","5.7","-44.2","87.8","1679","-11.5","-29.6",,,,,
"Appel, Mark","571446","2022",,,,,"83.1","1793","4.7","-42.5","86.1","1443","-13","-29.5",,,,,
"Bellatti, Andrew","571479","2022","94.4","2436","-10.5","-14.2","85.9","2398","3.6","-33.3","89.5","1697","-16.3","-27.2",,,,,
"Boyd, Matthew","571510","2022","92.6","2482","11.4","-17.2","80.8","2405","-3.4","-43.1","80.6","1962","14.8","-37.9","72","2486","-12.8","-67",
"Corbin, Patrick","571578","2022","92.1","2130","7.9","-17.5","81.7","2184","-2.9","-39.6","82.4","1629","12.7","-30.4","74.2","1944","-2.5","-51.4",
"Farmer, Buck","571656","2022","94.6","2325","-10.1","-15.3","83.3","2688","7.5","-37.4","88.7","1678","-14","-34.4",,,,,
"Floro, Dylan","571670","2022","92.4","2177","-10.4","-17.6","84.1","1891","2","-34.9","85.2","1819","-17","-35.7",,,,,
"Givens, Mychal","571710","2022","93.4","2426","-6.9","-19.2","84.7","2575","6.1","-35.5","82.1","2067","-9.1","-43.7",,,,,
"Heaney, Andrew","571760","2022","93","2442","14.8","-17.5","83.4","2583","-3.6","-38.2","85","2124","16.7","-31.6",,,,,
"Hutchison, Drew","571800","2022","92.4","2257","-3.7","-15.1","86","2582","4.5","-37.2","86.5","1738","-13.3","-26.9",,,,,
"Law, Derek","571882","2022","95.1","2105","-5","-14.7","85.5","2320","3","-40.1","87.9","1727","-13.6","-28.4","77","2150","1.8","-55.4",
"Loup, Aaron","571901","2022","91.7","2203","17.5","-21.4",,,,,"80.3","1946","17.6","-45.1","76","2343","-16.2","-46.7",
"Matz, Steven","571927","2022",,,,,"89.6","2160","2.2","-25.9","85.1","2322","15.2","-35.8","78","2371","-14.9","-54.6",
"Mikolas, Miles","571945","2022","93.5","2292","-4.9","-16.3","87.7","2381","3.9","-31.1","82.7","1575","-12","-31","76.1","2553","8.7","-63.1",
"Miller, Shelby","571946","2022","94.4","2338","-8.9","-12.5","82.1","2500","13.6","-38.1",,,,,,,,,
"Milner, Hoby","571948","2022","89.2","1979","16.7","-28",,,,,"81.3","1783","17.1","-39.8","79.5","1887","-13.4","-45.3",
"Richards, Garrett","572070","2022","94.4","2310","0.5","-21.9","88.6","2605","2.3","-35.9","90","1690","-15.2","-30.1","76.7","2859","10.9","-67.2",
"Selman, Sam","572125","2022","89.3","2173","2.7","-20.6","79.3","2329","-12.1","-39.9",,,,,,,,,
"Tepera, Ryan","572193","2022","92.6","2224","-7.2","-15.1","86","2307","4.7","-32.9","85.8","1229","-11.2","-32.3","81.5","2260","4.4","-45.7",
"VerHagen, Drew","572403","2022","94.9","2371","-3.1","-13.6",,,,,"89.5","1686","-9.1","-28.8","78.2","2216","9.9","-60.2",
"Bard, Luke","572703","2022","94","2570","-11.5","-13.6","86.3","2733","4","-32.7","85.8","1795","-17.5","-33.6","78.1","2744","19.1","-45.7",
